Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Lasky T.A., Swanston T.B., Yen K.S.","6603849668;51562877000;25923668300;","Automated Metadata Cataloging for Mobile Terrestrial Laser Scanning Data Management: Case Study",2021,"Journal of Surveying Engineering","147","1","05020008","","",,,"10.1061/(ASCE)SU.1943-5428.0000330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091331166&doi=10.1061%2f%28ASCE%29SU.1943-5428.0000330&partnerID=40&md5=dd6cfbf5fe518655b794759b8eab6424","Dept. of Mechanical and Aerospace Engineering, Univ. of California-Davis, Davis, CA  95616, United States","Lasky, T.A., Dept. of Mechanical and Aerospace Engineering, Univ. of California-Davis, Davis, CA  95616, United States; Swanston, T.B., Dept. of Mechanical and Aerospace Engineering, Univ. of California-Davis, Davis, CA  95616, United States; Yen, K.S., Dept. of Mechanical and Aerospace Engineering, Univ. of California-Davis, Davis, CA  95616, United States","This case study examines two essential aspects of mobile terrestrial laser scanning (MTLS). First, it provides results of an investigation into key data management issues experienced by a fairly large producer/consumer of MTLS data. Second, it documents the requirements, design, and implementation of a software tool for automated metadata cataloging of MTLS data and projects. This tool, known as LidarCrawl, was developed to directly address data management issues encountered in the distribution and reuse of MTLS data. This tool enables a geospatial-enabled web-based portal to view MTLS data availability and improves data discovery and usage for all MTLS user levels. While the current case study focuses on the management of MTLS data for the Department of Transportation, the tool provides a means for automated metadata cataloging for general geospatial data in various domains. © 2020 American Society of Civil Engineers.","Data management; Map-based visualization; Mobile terrestrial laser scanning","Information management; Laser applications; Metadata; Steel beams and girders; Address datum; Data availability; Data discovery; Department of Transportation; Geo-spatial data; Management issues; Terrestrial laser scanning; Web-based portal; Automation; automation; data management; laser method; mapping; metadata; software; spatial data; visualization",Article,"Final","",Scopus,2-s2.0-85091331166
"Kim S., Kim S.-A.","57219913583;25927159900;","Framework for designing sustainable structures through steel beam reuse",2020,"Sustainability (Switzerland)","12","22","9494","1","20",,9,"10.3390/su12229494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096054530&doi=10.3390%2fsu12229494&partnerID=40&md5=d9841cfa83eddaa3a6f3de3d54074dda","Department of Convergence Engineering for Future City, Sungkyunkwan University, Suwon, 16419, South Korea; Department of Architecture, Sungkyunkwan University, Suwon, 16419, South Korea","Kim, S., Department of Convergence Engineering for Future City, Sungkyunkwan University, Suwon, 16419, South Korea; Kim, S.-A., Department of Architecture, Sungkyunkwan University, Suwon, 16419, South Korea","The architecture, engineering, and construction sector requires carbon-intensive materials, such as steel, in the construction process and generates a large amount of waste in the life cycle. This causes global warming and waste problems. The demand for the reuse of construction materials is increasing, although it is not the convention, to reduce the environmental impact. Although the sustainable effect of the reuse of materials has been proven in several studies, materials are not always reused in practice, owing to the lack of an information system for reusable materials and the economic uncertainty. In this study, we propose a framework for designing structures using reusable steel beams. The design framework consists of a material bank and a design support tool. The material bank provides information on reusable materials based on the building information modeling. The design support tool generates efficient material procurement plans and provides information about the environmental and economic impact of the project. In a case study used to verify the framework, CO2 emissions were reduced by up to 77% through material reuse, which was consistent with the results of previous studies. However, owing to the cost of processing reusable materials, the overall cost was found to increase by up to about 40%. Therefore, an economic analysis over the entire life cycle when using reusable materials needs to be done. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Building information modeling; Design for reuse; Life cycle assessment; Life cycle cost; Material bank; Reuse","carbon emission; construction material; economic analysis; economic impact; environmental impact; global warming; life cycle analysis; recycling; steel; sustainability; uncertainty analysis",Article,"Final","",Scopus,2-s2.0-85096054530
"Arora G., Yadav M., Gaur R., Gupta R., Rana P., Yadav P., Sharma R.K.","57224764054;56647633500;56647759500;57203256901;57201077463;57194462495;57196545594;","A template free protocol for fabrication of a Ni(ii)-loaded magnetically separable nanoreactor scaffold for confined synthesis of unsymmetrical diaryl sulfides in water",2020,"RSC Advances","10","33",,"19390","19396",,9,"10.1039/d0ra02287j","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085661594&doi=10.1039%2fd0ra02287j&partnerID=40&md5=4523106a6cdebc8503e3b4d76db9c999","Green Chemistry Network Centre, Department of Chemistry, University of Delhi, Delhi, 110007, India; Department of Chemistry, Hindu College, University of Delhi, Delhi, 110007, India","Arora, G., Green Chemistry Network Centre, Department of Chemistry, University of Delhi, Delhi, 110007, India; Yadav, M., Green Chemistry Network Centre, Department of Chemistry, University of Delhi, Delhi, 110007, India, Department of Chemistry, Hindu College, University of Delhi, Delhi, 110007, India; Gaur, R., Green Chemistry Network Centre, Department of Chemistry, University of Delhi, Delhi, 110007, India; Gupta, R., Green Chemistry Network Centre, Department of Chemistry, University of Delhi, Delhi, 110007, India; Rana, P., Green Chemistry Network Centre, Department of Chemistry, University of Delhi, Delhi, 110007, India; Yadav, P., Green Chemistry Network Centre, Department of Chemistry, University of Delhi, Delhi, 110007, India, Department of Chemistry, Hindu College, University of Delhi, Delhi, 110007, India; Sharma, R.K., Green Chemistry Network Centre, Department of Chemistry, University of Delhi, Delhi, 110007, India","In the present report, an environmentally benign magnetically recoverable nickel(ii)-based nanoreactor as a heterogeneous catalyst has been developedviaa template free approach. The catalytic performance of the synthesized catalyst is assessed in the confined oxidative coupling of arenethiols with arylhydrazines to form unsymmetrical diaryl sulfides under aerobic conditions. The salient features of our protocol include oxidant- and ligand-free conditions, use of water as a green solvent, room temperature and formation of nitrogen and water as the only by-products. Moreover, a broad range of functional groups are tolerated well and provide the corresponding diaryl sulfides in moderate to good yields. Moreover, the heterogeneous nature of the catalyst permits facile magnetic recovery and reusability for up to seven runs, making the present protocol highly desirable from industrial and environmental standpoints. © The Royal Society of Chemistry 2020.",,"Isomers; Nanocatalysts; Nanoreactors; Reusability; Scaffolds (biology); Steel beams and girders; Sulfur compounds; Catalytic performance; Confined synthesis; Environmental standpoint; Environmentally benign; Heterogeneous catalyst; Magnetic recovery; Magnetically separable; Oxidative couplings; Nickel compounds",Article,"Final","",Scopus,2-s2.0-85085661594
"Du H., Hu X., Meng Y., Han G., Guo K.","57195421909;55496178300;57215187133;57215204456;57210583205;","Study on composite beams with prefabricated steel bar truss concrete slabs and demountable shear connectors",2020,"Engineering Structures","210",,"110419","","",,16,"10.1016/j.engstruct.2020.110419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080084821&doi=10.1016%2fj.engstruct.2020.110419&partnerID=40&md5=be9da524a84b2b10f234b4fd9a262f7b","College of Civil Engineering, Nanjing Tech University, Nanjing, 211816, China","Du, H., College of Civil Engineering, Nanjing Tech University, Nanjing, 211816, China; Hu, X., College of Civil Engineering, Nanjing Tech University, Nanjing, 211816, China; Meng, Y., College of Civil Engineering, Nanjing Tech University, Nanjing, 211816, China; Han, G., College of Civil Engineering, Nanjing Tech University, Nanjing, 211816, China; Guo, K., College of Civil Engineering, Nanjing Tech University, Nanjing, 211816, China","In the conventional steel-concrete composite beams, the composite action is achieved by welded stud connectors which are encased into the cast-in-place concrete slab. This makes the deconstruction and reuse of the structural components almost impossible. A sustainable and prefabricated composite structural system was developed in this study wherein the steel beam is attached to the prefabricated steel-bars truss concrete slab using the demountable bolted connectors. Twelve push-out specimens were designed and tested to assess the shear behavior of the bolted connectors. The test results showed that the shear bearing capacity of the bolted connectors with the prefabricated steel-bars truss concrete slab increased 7.0% over that of the bolted connectors with the prefabricated normal concrete slab. Three full-scale composite beams with various shear connection ratios were constructed and loaded to failure. For direct comparison, a similar composite beam was constructed with the same section size and shear connectors, but using the cast-in-place concrete slab. The flexural capacity of the composite beams with 68% shear connection and full shear connection increased 9.8% and 15.8% compared to the composite beam with 46% shear connection, respectively. The mechanical behavior of the composite beam with the prefabricated concrete slab was comparable with that of the composite beam with cast-in-place concrete slab. The load carrying capacity of the composite beam can be predicted by the simplified model in Eurocode 4 and the plastic model. © 2020 Elsevier Ltd","Composite beam; Demountable shear connector; Load carrying capacity; Prefabricated; Push-out test; Steel bar truss concrete slab","Bars (metal); Bolts; Cast in place concrete; Composite beams and girders; Concrete beams and girders; Connectors (structural); Load limits; Loads (forces); Trusses; Composite beam; Prefabricated; Push-out tests; Shear connector; Steel bars; Concrete slabs; bearing capacity; building code; composite; concrete; shear strength; steel structure; testing method",Article,"Final","",Scopus,2-s2.0-85080084821
"Nijgh M.P.M., Veljkovic M.M.","57199394715;55502801700;","Requirements for oversized holes for reusable steel-concrete composite floor systems",2020,"Structures","24",,,"489","498",,6,"10.1016/j.istruc.2020.01.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078988463&doi=10.1016%2fj.istruc.2020.01.021&partnerID=40&md5=674e074dd889650b8303fc1c54d35c08","Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands","Nijgh, M.P.M., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands; Veljkovic, M.M., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands","The design of sustainable structures is increasingly gaining attention in the construction sector as a societal and technological challenge. Demountability and reuse of structures contributes to the reduction of the environmental impact of the built environment. Welded headed studs used in traditional steel-concrete composite floor systems need to be replaced by demountable shear connectors to enable the transition of the construction sector to a circular business model. The demountable shear connectors are embedded in large prefabricated concrete floor elements and connected to steel beams by bolts. The holes in the beam flange are oversized to account for geometrical and dimensional deviations of all members and to facilitate rapid execution and easy demounting. The goal of this paper is to present a methodology that quantifies the required nominal hole clearance for reusable composite floor systems. Statistical characteristics of dimensional and geometrical deviations serve as input for Monte-Carlo simulations. The aggregated results of the Monte Carlo simulations are used to determine the required nominal hole clearance for a specified probability of successful installation of the demountable shear connectors. The proposed methodology is applied to the composite floor system of a demountable and reusable car park building. The contradicting requirement of oversized holes and composite interaction is solved by injecting the hole clearance with a (steel-reinforced) epoxy resin. The bearing resistance of the (steel-reinforced) epoxy resin is addressed based on preliminary results of creep experiments on resin-injected bolted connections. © 2020 Institution of Structural Engineers","Bearing strength; Composite floor system; Deviation; Resin-injected bolted connection; Sustainability",,Article,"Final","",Scopus,2-s2.0-85078988463
[No author name available],[No author id available],"Proceedings of the 9th International Conference on Advances in Steel Structures, ICASS 2018",2020,"Proceedings of the 9th International Conference on Advances in Steel Structures, ICASS 2018",,,,"","",2091,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085128940&partnerID=40&md5=bcb67f0fa6001445b29b5a9e7f555e42",,"","The proceedings contain 180 papers. The topics discussed include: progressive collapse resistance of steel framed buildings under extreme events; modeling systems of unsymmetrical sections as doubly symmetric â€“ how much does it matter?; opportunities for metal 3D printing in structural engineering; designing composite structures for reuse; innovation in modular building construction; advances in steel-concrete composite structures: Australian experiences; full-range behavior of semi-rigid steel connections; designing steel structures with 3D connections; electro-slag weld fractures in seismic steel beam-to-box column moment connections; and push-out tests on circular concrete-filled doubleskin steel tubular columns.",,,Conference Review,"Final","",Scopus,2-s2.0-85085128940
"Nikoofar K., Haghighi M., Khademi Z.","7801504403;23392488700;56845827700;","Preparation, characterization, and catalytic application of metallic nanocrystalline MgAl2O4 in the synthesis of 3-hydroxy-3-indolyl-indolin-2-ones, symmetrical and unsymmetrical 3,3′-bis(indolyl)indolin-2-ones, and 3,3′-bis(indolyl)methanes",2019,"Arabian Journal of Chemistry","12","8",,"3776","3784",,6,"10.1016/j.arabjc.2016.01.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041083067&doi=10.1016%2fj.arabjc.2016.01.013&partnerID=40&md5=02a88eef1149272084ba202d2169ea77","Department of Chemistry, Faculty of Physics and Chemistry, Alzahra University, Vanak, Tehran, P.O. Box Number 1993893973, Iran","Nikoofar, K., Department of Chemistry, Faculty of Physics and Chemistry, Alzahra University, Vanak, Tehran, P.O. Box Number 1993893973, Iran; Haghighi, M., Department of Chemistry, Faculty of Physics and Chemistry, Alzahra University, Vanak, Tehran, P.O. Box Number 1993893973, Iran; Khademi, Z., Department of Chemistry, Faculty of Physics and Chemistry, Alzahra University, Vanak, Tehran, P.O. Box Number 1993893973, Iran","Nanocrystalline MgAl2O4 has been synthesized via co-precipitation method and characterized by Fourier transform infrared spectroscopy (FT-IR), energy-dispersive X-ray spectroscopy (EDX), scanning electron microscopy (SEM), and X-ray diffraction (XRD) techniques. The synthesized nanocatalyst has been utilized for the one-pot condensation of indoles and isatins to prepare 3-hydroxy-3-indolyl-indolin-2-ones and symmetrical and unsymmetrical 3,3′-bis(indolyl)-indolin-2-ones. The one-pot pseudo three-component condensation of indoles and various aldehydes has also been examined to afford 3,3′-bis(indolyl)methanes. Short reaction times, reusability and recovery of the nanocatalyst, in addition to solvent-free reaction media are some advantages of this eco-friendly procedure. © 2019","MgAl2O4; Multi-component reaction (MCR); Nanocatalyst; Oxindoles","Aluminum compounds; Condensation; Energy dispersive spectroscopy; Fourier transform infrared spectroscopy; Methane; Nanocatalysts; Nanocrystals; Precipitation (chemical); Reusability; Scanning electron microscopy; Steel beams and girders; Catalytic applications; Coprecipitation method; Energy dispersive X ray spectroscopy; Fourier transform infra red (FTIR) spectroscopy; MgAl2O4; Multi-component reactions; Nano-catalyst; Oxindoles; Magnesium compounds",Article,"Final","",Scopus,2-s2.0-85041083067
"Rezvanisharif M., Ketabi M.S.","57209197485;57209200341;","Fe modeling and seismic performance evaluation of hybrid sma-steel rc beam-column joints",2019,"Latin American Journal of Solids and Structures","16","5","e192","","",,2,"10.1590/1679-78255272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066783191&doi=10.1590%2f1679-78255272&partnerID=40&md5=73071fc51844ec486219510a666274dd","Civil Engineering Faculty, K. N. Toosi University of Technology, Tehran, Iran","Rezvanisharif, M., Civil Engineering Faculty, K. N. Toosi University of Technology, Tehran, Iran; Ketabi, M.S., Civil Engineering Faculty, K. N. Toosi University of Technology, Tehran, Iran","Severe permanent deformations of buildings during earthquakes have been found as one of the major causes of the instability and failure of structures. The application of superelastic Shape Memory Alloy rebars at the plastic hinge region of reinforced concrete beam-column joints (SESMA-BCJs) can eliminate the seismic residual deformations. Such self-centering structures can maintain their reusability even after severe earthquakes. This research proposes a simple-yet practical-technique for more accurate modeling of SESMA-BCJs using VecTor2 software. Both material and geometric nonlinearity were considered. Efficiency and versatility of the modeling approach were verified against a number of test results at both material and structural levels. According to the results, the adopted modeling approach can be reliably used for the prediction of the cyclic response of hybrid SESMA-BCJs under changing various design parameters which are beyond the scope of the experimental tests. Furthermore, using the calibrated model, a comprehensive seismic parametric study was conducted to investigate the influence of various design parameters on the seismic performance of SESMA-BCJs. Finally, a new Fe-based SESMA-BCJ with a lower amount of SESMA and higher seismic performance than NiTi-based BCJs was introduced and numerically investigated. © 2019, Brazilian Association of Computational Mechanics. All rights reserved.","Hybrid SMA-steel beam-column joint; Nonlinear FE modeling; Self-centering; Shape memory alloy; Smart material","Concrete beams and girders; Deformation; Earthquakes; Intelligent materials; Reinforced concrete; Reusability; Seismic design; Seismic waves; Shape memory effect; Shape-memory alloy; Geometric non-linearity; Non-linear FE; Permanent deformations; Reinforced concrete beam-column joints; Seismic performance evaluation; Self centering; Steel beam columns; Superelastic shape memory alloy; Failure (mechanical)",Article,"Final","",Scopus,2-s2.0-85066783191
"Nijgh M.P., Gîrbacea I.A., Veljkovic M.","57199394715;57205392514;55502801700;","Elastic behaviour of a tapered steel-concrete composite beam optimized for reuse",2019,"Engineering Structures","183",,,"366","374",,15,"10.1016/j.engstruct.2019.01.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059835137&doi=10.1016%2fj.engstruct.2019.01.022&partnerID=40&md5=9b189444ff8c7368de31260fbceb374a","Faculty of Civil Engineering and Geosciences, Delft University of Technology, Stevinweg 1, Delft, CN  2628, Netherlands","Nijgh, M.P., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Stevinweg 1, Delft, CN  2628, Netherlands; Gîrbacea, I.A., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Stevinweg 1, Delft, CN  2628, Netherlands; Veljkovic, M., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Stevinweg 1, Delft, CN  2628, Netherlands","Steel-concrete composite beams are widely used in practice because of their simple construction sequence and economic cross-section design. Reuse of traditional composite beams is not possible due to the permanent connection between the steel beam and concrete deck established by welded headed studs. To allow for fast construction, demountability and reuse of composite beams, various demountable shear connectors can be used. In this paper the results of experiments carried out on demountable and reusable tapered composite beams, consisting of a tapered steel beam and large-scale prefabricated concrete decks, are presented. The performance of various arrangements of resin-injected bolt-coupler shear connectors was considered to optimize the beneficial effect of composite action whilst minimizing the number of shear connectors. An advantage of resin-injected bolted shear connectors is that composite action is obtained instantaneously and simultaneously for all connectors. Demountability and reusability of the composite beam were successfully demonstrated experimentally. Experimental and numerical results indicated that the number of shear connectors necessary to fulfil deflection and end-slip limits can be reduced by concentrating them near the supports of a simply-supported beam. Results obtained using finite element models closely matched the experimental results in terms of deflection, stresses and curvature. © 2019 Elsevier Ltd",,"Concretes; Resins; Reusability; Shear flow; Steel beams and girders; Studs (fasteners); Beneficial effects; Construction sequence; Cross section designs; Minimizing the number of; Numerical results; Simply supported beams; Steel concrete composite beam; Tapered composites; Composite beams and girders; composite; concrete structure; elastic property; experimental study; finite element method; numerical model; shear stress; steel structure",Article,"Final","",Scopus,2-s2.0-85059835137
"Nijgh M.P., Veljkovic M.","57199394715;55502801700;","Design of composite flooring systems for reuse",2019,"IOP Conference Series: Earth and Environmental Science","225","1","012026","","",,4,"10.1088/1755-1315/225/1/012026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063368363&doi=10.1088%2f1755-1315%2f225%2f1%2f012026&partnerID=40&md5=73f9b2a3e6aa3fa2218c1f1294e20b18","Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands","Nijgh, M.P., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands; Veljkovic, M., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands","Composite floor systems are frequently used for high-rise buildings and multi-storey car park buildings, mainly because of the competitive combination of the steel beam and the concrete deck. Traditionally, composite beams are cast in-situ and shear interaction between the concrete and steel beam is provided by welded headed studs. The application of welded headed studs prevents the non-destructive separation of the composite beam, which leads to a very low scoring in the sustainable assessment in terms of the reuse of structural components. An alternative to welded headed studs are bolted shear connectors, which allow for demountability and reusability of a (prefabricated) composite floor system. A key challenge for demountable and reusable composite beams consisting of prefabricated elements is to provide sufficient tolerances to allow for easy execution and demounting, but also to achieve a stiff and strong shear connection under live loads. The required tolerances can, for instance, be obtained by using large bolt-to-hole clearances. The, at first glance, contradictory requirement of a large hole clearance in the execution phase and high stiffness under live loading conditions was solved by using injection bolts. The goal of this paper is to demonstrate how the demountable and composite structures fit in the circular economy framework, and to show that such a demountable and reusable structure was successfully erected and demounted under laboratory conditions. In addition, a cost assessment will be addressed using a simple methodology based on estimated service life (ESL) factors to estimate the annual environmental costs of a composite floor system. © Published under licence by IOP Publishing Ltd.",,"Bolts; Composite beams and girders; Computer software reusability; Concretes; Cost benefit analysis; Cost estimating; Fits and tolerances; Floors; Reusability; Steel beams and girders; Studs (structural members); Tall buildings; Welding; Composite floor systems; Design of composites; Environmental costs; Laboratory conditions; Multi-storey car park; Prefabricated elements; Structural component; Sustainable assessment; Studs (fasteners)",Conference Paper,"Final","",Scopus,2-s2.0-85063368363
"Loqman N., Safiee N.A., Bakar N.A., Nasir N.A.M.","57204421970;45561908700;55364787900;57217211526;","Structural Behavior of Steel-Concrete Composite Beam using Bolted Shear Connectors: A Review",2018,"MATEC Web of Conferences","203",,"06010","","",,4,"10.1051/matecconf/201820306010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055467813&doi=10.1051%2fmatecconf%2f201820306010&partnerID=40&md5=678f5f0ec6146b92c565d06fb1c6ccb4","Department of Civil Engineering, Faculty of Engineering, University Putra Malaysia, UPM, Serdang, Selangor, 43400, Malaysia","Loqman, N., Department of Civil Engineering, Faculty of Engineering, University Putra Malaysia, UPM, Serdang, Selangor, 43400, Malaysia; Safiee, N.A., Department of Civil Engineering, Faculty of Engineering, University Putra Malaysia, UPM, Serdang, Selangor, 43400, Malaysia; Bakar, N.A., Department of Civil Engineering, Faculty of Engineering, University Putra Malaysia, UPM, Serdang, Selangor, 43400, Malaysia; Nasir, N.A.M., Department of Civil Engineering, Faculty of Engineering, University Putra Malaysia, UPM, Serdang, Selangor, 43400, Malaysia","Conventional steel-concrete composite beams have been recognized to exhibit stronger structural characteristics, in terms of strength and stiffness, when compared to pure steel or reinforced concrete beams. However, currently most steel beam is fully attached to the concrete slab; this means that the shear connectors are welded through the steel decking on to the steel beam and cast into concrete slab to fulfill the necessary shear connection. Recently, the deconstruction and reuse of the components almost impossible. In order to achieve a sustainable structural system, precast concrete slabs are attached to a steel beam using bolted shear connectors in prefabricated holes have been introduced as an alternative to the conventional connectors in steel - concrete composite beam system. This paper reviews the structural behavior of composite beam system such as the strength, stiffness, slip behavior, failure mode and sustainability obtained by experiment and numerical studies in order to address the applicability and efficiency of the composite beams having precast concrete slabs and bolted shear connectors. © The Authors, published by EDP Sciences, 2018.",,"Bolts; Composite beams and girders; Concrete beams and girders; Concrete slabs; Offshore oil well production; Reinforced concrete; Steel beams and girders; Stiffness; Sustainable development; Composite beam systems; Conventional steel; Reinforced concrete beams; Steel concrete composite beam; Strength and stiffness; Structural behaviors; Structural characteristics; Structural systems; Precast concrete",Conference Paper,"Final","",Scopus,2-s2.0-85055467813
"Wu B., Ji M.","7403590926;56125652200;","Fire Behavior of U-shaped steel beams filled with demolished concrete lumps and fresh concrete",2018,"Applied Sciences (Switzerland)","8","8","1361","","",,4,"10.3390/app8081361","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051477578&doi=10.3390%2fapp8081361&partnerID=40&md5=db213a03025e2b110987f700c3528f90","State Key Laboratory of Subtropical Building Science, South China University of Technology, Guangzhou, 510640, China","Wu, B., State Key Laboratory of Subtropical Building Science, South China University of Technology, Guangzhou, 510640, China; Ji, M., State Key Laboratory of Subtropical Building Science, South China University of Technology, Guangzhou, 510640, China","To reuse waste concrete in a more straightforward and simplified way, a new kind of structural member containing fresh concrete (FC) and demolished concrete lumps (DCLs) distinctly larger than conventional recycled aggregates has been proposed. Previous research has shown that, at room temperature, the mechanical performance of the U-shaped steel beams filled with DCLs and FC is similar to that of the U-shaped steel beams filled with FC alone. This research explores the fire behavior of the U-shaped steel beams filled with DCLs and FC. Five specimens including three beams filled with DCLs and FC and two reference beams filled with FC alone were tested in fire. The experimental parameters included the replacement ratio of DCLs, the longitudinal reinforcement ratio, the load ratio, and the thickness of fire insulation. Based on the test results, numerical models in which the thermal resistance at the interface between the U-shaped steel and the in-filled concrete is considered are developed using SAFIR to determine the thermal and structural responses of the specimens. Lastly, parametric studies are carried out preliminarily to investigate the effects of some parameters on the fire resistance of such beams. It is found that the replacement ratio of DCLs within a range of 0% to 33% has a very limited effect on the temperature distribution, structural response, and fire resistance of the specimens, that embedding longitudinal reinforcements can significantly increase the fire resistance of such beams, that the interface thermal resistance can generate a temperature drop of up to 280 °C at the interface between the U-shaped steel and the in-filled concrete, and that the numerical models are capable of predicting the thermal and structural responses of such beams. © 2018 by the authors.","Demolished concrete lumps; Fire test; Interface thermal resistance; Numerical models; Structural response; Thermal response; U-shaped steel beam",,Article,"Final","",Scopus,2-s2.0-85051477578
"Nijgh M.P., Veljkovic M., Pavlovic M., Oly R.","57199394715;55502801700;55603154200;56426595400;","Flexible shear connectors in a tapered composite beam optimized for reuse",2018,"Proceedings of the Annual International Conference on Architecture and Civil Engineering","0",,,"","",,1,"10.5176/2301-394X_ACE18.49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051723961&doi=10.5176%2f2301-394X_ACE18.49&partnerID=40&md5=bf0fdf9f94365bea9c2056b5e16dc174","Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands; R and D, Innovation and Methods Astron Buildings S.A, Diekirch, Luxembourg","Nijgh, M.P., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands; Veljkovic, M., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands; Pavlovic, M., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, Netherlands; Oly, R., R and D, Innovation and Methods Astron Buildings S.A, Diekirch, Luxembourg","Composite beams are frequently used because of their competitive combination of a steel beam and a concrete deck. Further optimization of composite beams is possible through use of tapered steel beams. In terms of material reuse, composite structures generally underperform, because of the concrete casted in-situ. The most common shear connector is the welded headed stud embedded in the concrete. An alternative to welded headed studs is a bolted shear connector, which allows for demountability of the composite floor system and subsequent reuse of it. The goal of this paper is to propose a method to determine the deflection of tapered composite beams with flexible shear connectors. Starting point is the theory available in literature for straight (i.e. prismatic) composite beams with flexible shear connectors. The proposed method is used in a case study to optimize the design of a composite beam in a multi-storey car park. Validation of the derived hand-calculation method is carried out through finite element analysis. An approximation is derived based on which the deflection of tapered composite beams can be estimated through hand calculation, with a deviation less than 5%. Copyright © GSTF 2018.","Composite beam; Design optimization; Finite element analysis; Flexible shear connector; Slip",,Conference Paper,"Final","",Scopus,2-s2.0-85051723961
"Rehman N., Lam D., Dai X., Ashour A.","57188678566;7201749620;36730858000;7005633555;","Testing of composite beam with demountable shear connectors",2018,"Proceedings of the Institution of Civil Engineers: Structures and Buildings","171","1",,"3","16",,7,"10.1680/jstbu.16.00172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040711212&doi=10.1680%2fjstbu.16.00172&partnerID=40&md5=b8aa6bac2f5f8b67d53203b976ea46b6","Bradford Centre for Sustainable Environments, School of Engineering, University of Bradford, Bradford, United Kingdom","Rehman, N., Bradford Centre for Sustainable Environments, School of Engineering, University of Bradford, Bradford, United Kingdom; Lam, D., Bradford Centre for Sustainable Environments, School of Engineering, University of Bradford, Bradford, United Kingdom; Dai, X., Bradford Centre for Sustainable Environments, School of Engineering, University of Bradford, Bradford, United Kingdom; Ashour, A., Bradford Centre for Sustainable Environments, School of Engineering, University of Bradford, Bradford, United Kingdom","An experimental study on an innovative composite floor system that can be demounted and deconstructed is described. In this system, the composite slab, formed with profiled metal decking, was connected to a steel beam by way of demountable shear connectors. A full-scale demountable composite floor system (DCFS) was tested to ultimate load-bearing capacity and compared with a similar non-demountable composite floor system specimen using conventional welded headed stud connectors. The experimental results and observations showed that the structural behaviour and load-bearing capacity of both composite floor systems were very similar. However, the composite floor system with demountable shear connectors could be deconstructed after testing and the composite slab could be easily detached from the steel beam. The comparison and analysis presented in this paper indicate that the simple design methods currently provided in Eurocode 4 for welded shear connections could be used to assess the ultimate moment capacity of DCFSs.","Buildings,Structures & design; Composite structures; Recycling & reuse of materials","Bearing capacity; Composite structures; Floors; Loads (forces); Steel beams and girders; Studs (fasteners); Welding; Comparison and analysis; Composite floor systems; Load-bearing capacity; Shear connections; Shear connector; Structural behaviour; Ultimate load-bearing capacity; Ultimate moment capacity; Steel testing; architectural design; bearing capacity; building; composite; recycling; steel structure; structural component",Conference Paper,"Final","",Scopus,2-s2.0-85040711212
