,Authors,Title,Year,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type
207,"Opelt C.V., Souza C.S.R., Marlet J.M.F., Cândido G.M., Rezende M.C.",Compression failure modes of carbon fiber fabric scraps - Epoxy laminates,2015,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053116436&partnerID=40&md5=530b063ea795e7f74d5319ab425d5b5d,"The composite prepreg waste is still an environmental challenge. In the last decade, several researchers have been studying the recycling and reuse processes of composite components, mainly to use in secondary (non-structural) components. In this paper, uncured aerospace grade prepreg scraps resulted from the production waste were used to manufacture laminates. The carbon reinforcement of the prepreg presented plain weave style fabric. The manufacture used was hand lay-up process positioning the scraps randomly without respecting the preferred directions of the warp and weft. Therefore, the resulting laminate is multidirectional (in the plane) and orthotropic. The cure was performed in autoclave at the maximum temperature of (180 ± 1)°C and pressure of 100 psi. This laminate was tested in compression according to standard SACMA SEM 1R-94. The results show an average compression resistance equivalent to that of laminates produced with continuous layers, although with a higher dispersion. In order to understand this variation, the fracture surfaces of the laminates were analyzed by scanning electron microscopy (SEM) in order to identify the failure modes. The specimens present shear and interlaminar failure modes, in addition to a mixed mode of failure (a transition between the shear and interlaminar failures). For the same specimen, the analysis of the internal arrangement of the fibers shows that changes in failure modes occur in regions where the carbon fabric is not continuous, i.e. there are junctions of scraps. It was also observed that none of the compression tests resulted in catastrophic failure of the specimens, possibly due to a greater resistance to fracture growth in the presence of mixed failure mode. © 2015 International Committee on Composite Materials. All rights reserved.",Carbon fiber; Compression testing; Epoxy; Failure modes,,Conference Paper
66,"Naouaoui K., Bouyahyaoui A., Cherradi T.",Concrete recycling: Social and environmental technical gain for smart cities,2020,10.5194/isprs-archives-XLIV-4-W3-2020-309-2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101922368&doi=10.5194%2fisprs-archives-XLIV-4-W3-2020-309-2020&partnerID=40&md5=d967cab98584223e04bf45b00f4e130f,"Recycled aggregate concrete is a new technology for using a developed type of concrete that combines technicality with the environmental and recycling aspect. It is based on the reuse of old demolished concrete in the format of new aggregates for new concrete. The main advantage of this concrete is the reuse of construction debris which is a huge management problem in addition to complying with countries' requirements for recycling rates. This technology will also solve the problem of shortage of natural resources from which many countries suffer. Thus, this new technology is at the forefront of research and improvement studies in order to identify the technical characteristics: Mechanical properties, formulation, durability ... of a new concrete based on these aggregates. Morocco, as a developing country, favors the promotion of new technologies. It is true that the Moroccan standardization does not specify recycled aggregates but the use is more and more common in the last decade mainly in road works. The structural elements of the building require further study in order to technically validate the choice of concrete. © 2020 International Society for Photogrammetry and Remote Sensing. All rights reserved.",Concrete; Mechanical characteristics; Recycled Aggregates; Smart management,Aggregates; Concrete aggregates; Developing countries; Durability; Environmental technology; Recycling; Smart city; Concrete recycling; Construction debris; Demolished concretes; Management problems; Recycled aggregate concrete; Recycled aggregates; Social and environmental; Structural elements; Concretes,Conference Paper
215,"Augelli F., Mastropirro R., Ronchi L., Amigoni C.",Conservation actions for wooden building elements in Multan,2014,10.1007/978-3-319-02117-1_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060554638&doi=10.1007%2f978-3-319-02117-1_18&partnerID=40&md5=ddad40ebb4c985a29477fd7b1252ea59,"In the guidelines for maintenance, conservation, and reuse in the Walled City of Multan, there are also the descriptions of the wooden elements, their decay, and structural phenomena, the best practices and bad practices for the preservation, and a technical sheet for interventions for wooden elements. Throughout the Walled City many wooden elements in the building can be seen. This material is also used in structural elements of the building. It is not unusual to see continuous street facades of pure timber curtain walling with vertically sliding shutters. These shutters are used both externally for climate control and as partitions for interior spaces. The facades of buildings can be characterized by different and important wooden architectural elements. In the glossary of materials, the wood elements are divided into these categories and the categories are further subdivided to explain the differences and varieties of these elements. The elements present different types of decay or defects, so the guidelines provide a glossary of these phenomena. Every defect or decay is described and illustrated. The best practices and bad practices for intervention with wooden elements are explained and the rules and method of inspecting wooden structures are described. In addition, the principal interventions are organized and explained in the technical sheet, where problems are identified along with their corresponding solutions. The phases of intervention are described in a step-by-step manner with accompanying drawings and important prescriptions are highlighted. Finally, the guidelines present a checklist for the inhabitants titled, “Has Your Home a Wood Structure?” This document can help inhabitants to recognize the principal problems of the wooden elements and structures. © 2014, Springer International Publishing Switzerland.",Building facade; Ground floor; Reuse design; Walled city; Wooden frame,,Book Chapter
98,"Keller P., McConnell J., Schumacher T., Thostenson E.T.",Construction Stress Monitoring Using a Wireless Sensor Network to Evaluate Reuse Potential of Structural Steel,2019,10.1061/(ASCE)ST.1943-541X.0002384,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072372241&doi=10.1061%2f%28ASCE%29ST.1943-541X.0002384&partnerID=40&md5=1b1ad3c6c5be3ad9b56f423afc5b8d35,"Stresses in structural steel members of steel-framed buildings during construction are difficult to predict with certainty using conventional engineering methods. In order to inform current design practices and provide information to partially evaluate if a steel member can be reused after its service life, construction-induced strains in a typical building were recorded. Specifically, two columns and three Beams of a four-story steel-framed building were instrumented prior to delivery to the construction site using a wireless sensor network. Data were recorded for 48 days, while the structure was erected and the concrete deck poured, up to fireproofing the building. The data were analyzed considering dead load force effects during various construction phases, impacts, and temperatures. The analysis revealed high variations in temperature throughout the structure and consequently significant temperature-induced stresses as well as greater magnitudes of flexural stress in columns than expected. As a result, the recorded stresses differed by 1-120 MPa (0-18 ksi) compared to the theoretically predicted stresses. Yet, the maximum measured stress [160 MPa (23.2 ksi)] was only 46% of the nominal yield strength. Measured stresses were also used to calculate member forces, and the combined member forces resulted in a maximum of 55% of the yield limit. Thus, the results validated current design practices and the possibility of reusing structural steel. © 2019 American Society of Civil Engineers.",Buildings; Construction; Field data; Leadership in Energy and Environmental Design (LEED); Reuse; Steel; Wireless sensor networks,Architectural design; Building materials; Buildings; Construction; Fireproofing; Steel; Steel construction; Construction phasis; Field data; Leadership in energy and environmental designs; Nominal yield strength; Reuse; Steel framed buildings; Structural steel members; Temperature-induced; Wireless sensor networks,Article
101,"Bertin I., Lebrun F., Braham N., Le Roy R.","Construction, deconstruction, reuse of the structural elements: The circular economy to reach zero carbon",2019,10.1088/1755-1315/323/1/012020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073000967&doi=10.1088%2f1755-1315%2f323%2f1%2f012020&partnerID=40&md5=b08b68408c474fc2262cacc3ce86e378,"The research work presented aims at setting up an infinite cycle of use of materials by their reuse and answering in particular to the problems of circular economy. Structural work and foundations represent the majority of the embodied energy of a building. The research effort is therefore focused on the structural elements. Reuse is here defined as the reuse of an element without transformation, unlike recycling which induces a new industrial cycle. It is therefore about reducing the consumption of materials and lowering GHG emissions. Today, it is impossible in France to reuse structures because of responsibilities, insurance and lack of traceability. How to make possible the reuse of structural components in order to reach a low carbon building? The challenge of this work is to find the best structural configuration making the components reuse easier at the EOL. The methodology we are implementing aims to design the structural elements by increasing the BIM parameters (6D, LCA), to attach the mechanical information, material durability, ageing to each object of the digital mock-up. A digital and physical traceability makes it possible to follow the evolution of the element over the years and to feed a database. At the end of its life the database is accessible and searchable for the design of a future building. A development of tools and gateways will then allow from a model of calculation to go to query the database to find an element resulting from the deconstruction that can be reused in the future structure. © 2019 IOP Publishing Ltd. All rights reserved.",,Carbon; Database systems; Emission control; Greenhouse gases; Query processing; Structural design; Sustainable development; Circular economy; Low-Carbon Buildings; Material durability; Research efforts; Structural component; Structural configurations; Structural elements; Structural works; Architectural design,Conference Paper
298,"Parzen R.E., Tomaras J., Siegrist R.L.",Controlled field performance evaluation of a drip dispersal system used for wastewater reclamation in colorado,2007,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053655517&partnerID=40&md5=6ed9bed35a44a9e4a1914547113da86b,"A pilot-scale drip dispersal system (DDS) was installed at the Mines Park Test Site at Colorado School of Mines in Golden, CO. to research the benefits of this technology for wastewater treatment and reuse in a semi-arid environment. Two zones of the DDS have been in operation since November 2005. The two zones are individually operated to control hydraulic loading rates and disperse either 0.5 or 1.0 cm/d of domestic septic tank effluent (STE) into an Ascalon sandy loam soil 0.2-0.3 m below ground surface. Within each zone, one portion was landscaped with sod while another portion was allowed to naturally vegetate. After an initial few months of startup activities, routine operation commenced in March 2006. Since that time, the drip system has been monitored for operational stability, effluent distribution efficiency, and treatment performance, including a multi-component tracer test. Monitoring data have revealed that the drip system has reliably dispersed the STE applied. The spin disk filter unit was shown to have little effect on the composition of the STE delivered to the drip lines. Data from a tracer test and 3-D coring event revealed that STE moves preferentially along the drip tubing as it infiltrates into the native soil. The addition of STE to the shallow subsurface attenuates the natural variability of pH, water content, and inorganic nitrogen in the soil. In addition, fecal coliform bacteria levels adjacent to the drip lines were very low or non-detectable.",Disk filters; Drip dispersal; Drip irrigation; Nitrogen,Below ground surfaces; Colorado School of Mines; Disk filters; Distribution efficiencies; Drip dispersal; Drip irrigation; Drip lines; Drip systems; Fecal coliform bacteria; Field performances; Hydraulic loading rates; Inorganic nitrogens; Native soils; Natural variabilities; Operational stabilities; Sandy loam soils; Semi-arid; Shallow subsurfaces; Start-up; Test sites; Tracer tests; Treatment performances; Chemical oxygen demand; Coliform bacteria; Disks (structural components); Effluent treatment; Effluents; Irrigation; Radioactive tracers; Septic tanks; Sewage; Soils; System stability; Wastewater; Wastewater treatment; Water content; Water pollution; Water treatment; Wave filters; Wastewater reclamation,Conference Paper
297,[No author name available],Converting an existing building for food use,2008,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149110279&partnerID=40&md5=9d367d60d414cc24e93d6a22d18c439d,"The conversion of an existing building with experienced leadership and creative reuse for use as a food processing facility is quite common and attractive as it is less expensive than building a new facility. If new, it is possible to reduce risk because of the inherent uncertainty of projecting demand and the unfortunate fact that many products fail. Outsourcing established products and performing initial production of new products in a semi-works or small, flexible facility is one of the best approaches. The best motivation is healthy growth in new or existing business, while growth in an existing business is more likely to be reliable than projections for a new business. Seasonality of manufacturing can be reduced and capacity can be increased with global sourcing and bulk storage of raw material. One of the inevitable costs of converting an existing building into a food plant also is strengthening the roof structure or providing separate structural steel for piping and equipment.",,,Article
234,Mir N.,Copyright protection based on contextual web watermarking,2013,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893153277&partnerID=40&md5=2571d794ec2a940b91f9564a83d99973,"Interdependency of information, security and the advent of internet technologies bring more challenges to manage protection against threats like illegal copying, redistribution, tempering, reuse and forgery of online data. Web page is one of the main sources to trade online information and therefore require more protection. In this research a novel tamper proof web watermarking technique based on its textual content has been proposed. Watermarks are generated based on the context and have utilized the structural elements of HTML (Hyper Text Markup Language) to embed the watermarks into a webpage. Watermarks are further secured by a cryptographic technique before the embedding process to integrate more security. Experiments identify the tempered information without revealing any evidence of encrypted watermarks. Proposed system has been tested against different attacks to confirm the robustness and integrity.",Copyrights protection; Cryptography; Hash; HTML; Security; Web watermarking,Cryptographic techniques; Encrypted watermarks; Hash; Internet technology; On-line information; Security; Structural elements; Watermarking algorithms; Cryptography; HTML; Hypertext systems; Websites; Watermarking,Conference Paper
302,"Miyashita T., Nakae N., Ogata K., Baba T., Kamimura K., Matsumoto T., Kakiuchi K.",Corrosion and hydrogen pick-up behaviors of cladding and structural components in BWR high burnup 9×9 lead use assemblies,2007,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44949220023&partnerID=40&md5=8044e4dc2e0cea1701129f6e593b3403,"The high burnup BWR 9x9 lead use fuel assemblies, which have been designed for maximum assembly burnup of 55GWd/t in Japan, have been examined after irradiations to confirm the reliability of the current safety evaluation methodology, and to accumulate data to judge the adequacy to apply it to the future higher burnup fuel. After 3 and 5 cycle irradiations, post irradiation examinations were performed for both 9×9 Type-A and Type-B fuel assemblies. Both Type LUAs utilize Zry-2 claddings, while there are deviation in the contents of impurity and alloying elements between Type-A and Type-B, especially in Fe and Si concentration. Measured oxide thicknesses of fuel rods showed no significant difference between after 3 and 5 cycle irradiation except for some rods at corner position in Type B LUA. The axial profile of hydrogen concentration and oxide thickness for the corner rods in Type B LUA after 5 cycle irradiation had peaks at the second lowest span from the bottom. The maximum oxide thickness is about 50 μm on the surface facing the bundle outside at the second lowest span and dense hydrides layer (Hydride rim) is observed in peripheral region of cladding showing unexpected high hydrogen concentration. The results of calculated thermal-hydraulic conditions show that the thermal neutron flux at the corner position was higher than the other position. On the other hand, the void fraction and the mass flux were relatively lower at the corner position. The oxide thickness on spacer band and spacer cell of Zry-2 increases from 3 to 5 cycle irradiations. Spacer band of Zry-4 showed significantly thick oxide after 5 cycle irradiations but Hydrogen concentration was relatively small in contrast its obviously thick oxide in comparison with Zry-2 spacer bands. The large increase in hydrogen concentration was measured in Zry-2 spacers after 5 cycle irradiations and the evaluated hydrogen pick-up rate also increased remarkably.",,Alloying elements; Boiling water reactors; Cladding (coating); Fuels; Hydrogen; Iron; Irradiation; Lead; Light water reactors; Multitasking; Neutrons; Nonmetals; Nuclear reactors; Radiation; Reusability; Roughness measurement; Silicon; Void fraction; (1 1 0) surface; Current safety; fuel assemblies; Fuel performance; Fuel rods; High burn up; Hydraulic conditions; Hydrogen concentrations; International (CO); mass fluxes; Oxide thicknesses; peripheral (SPI); pick-up; Post-irradiation examination (PIE); Si concentrations; Structural components; Nuclear fuel reprocessing,Conference Paper
276,"Moitra D., Das P., Mitra P., Sikdar B.K.",Cost optimal design of 3-D steel building frames using CA-LFSR,2009,10.1109/NABIC.2009.5393727,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949628242&doi=10.1109%2fNABIC.2009.5393727&partnerID=40&md5=cd2e1d20b461d97c4bf7f7f44c08a05c,"This work introduces coupled Cellular Automata (CA) and LFSR (CA-LFSR) machine, defined in Galois Extension Field (GF(2p)), for the cost optimal design of 3-D steel building frames. Tall steel building frames are subjected to substantially high lateral forces due to wind and/or earthquake, in addition to the usual dead and live loads. The cost of construction of such frames can be reduced by providing additional structural steel members, called bracings, between suitable pairs of nodes of the building. The patterns generated from a CA-LFSR, tuned to the structural configuration of a building, dictates the desired positions of bracings resulting in a structure with reduced construction cost. The cost optimal design developed around the CA-LFSR is reached in constant time that is possible with the conventional design procedure based on the principles of structural engineering. Exhaustive experimentation establish that the proposed CA-LFSR based approach is most effective for the design of tall building frames, and can reuse a design for scalability. ©2009 IEEE.",Bracing system; CA - LFSR; Cellular automata; Steel building frame,Bracing system; Bracing systems; Constant time; Construction costs; Conventional design procedures; Cost-optimal design; Desired position; Galois extension; Lateral force; Live loads; Steel buildings; Structural configurations; Structural engineering; Structural steels; Building materials; Cellular automata; Cost reduction; Machine design; Optimal systems; Optimization; Pattern recognition systems; Robots; Steel; Tall buildings; Three dimensional; Translation (languages); Shift registers,Conference Paper
306,Hirai T.,Current Issues of Timber Construction,2007,10.2488/jwrs.53.117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859818562&doi=10.2488%2fjwrs.53.117&partnerID=40&md5=49e9601da01621ee6bee4c6bf34d783e,"Current research issues of timber construction are discussed. Initial resistance design, durability design and post life design are considered, in a broad sense, as the components of structural design of timber construction. The following main issues are discussed here for each component. 1. Initial resistance design 1) Appropriate structural modeling; 2) Relative resistance of structural members and joints; 3) Practical simplification of stiffness calculation for semi-rigid structures; 4) Reasonable synthesis of horizontal resistance of structural components; 5) Site-work performance factor; 6) Target resistance based on use and risk; 7) Dynamic behavior of structural components and whole structures; 8) Clear distinction between allowable resistance design and ultimate resistance design. 2. Durability design 1) Control of wood decay; 2) Structural plan considering risk of decay; 3) Initial design considering maintenance; 4) Estimation of residual resistance. 3. Post life design 1) Reinforcement design considering degradation of members; 2) Initial design considering reuse/recycling. © 2007, The Japan Wood Research Society. All rights reserved.",durability design; initial resistance design; post life design; structural design; timber construction,,Article
183,"Soleimani F., McKay M., Yang C.S.W., Kurtis K.E., DesRoches R., Kahn L.F.",Cyclic testing and assessment of columns containing recycled concrete debris,2016,10.14359/51689024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989318850&doi=10.14359%2f51689024&partnerID=40&md5=af62c3a95796792ecfe5aebe090190b5,"Reuse of concrete debris as a component of structural concrete is important both economically and environmentally. In resourcepoor regions, using construction debris may facilitate economic, rapid, material sourcing and debris disposal if it demonstrates adequate structural performance. To investigate the seismic resistance of structural elements with recycled concrete aggregate, this research performs quasi-static cyclic testing on four full-scale reinforced concrete columns - two containing natural aggregate and two containing recycled concrete aggregate - under both axial and lateral loads. For each aggregate source, reinforcement detailing in one column conformed to the seismic provisions in the International Building Code, while the detailing in the other column conformed to nonseismic design specifications. A pre-experimental numerical model for each column was created in OpenSees to predict the behavior of the column. Experimental and numerical results verify that seismically designed columns made of either natural aggregate concrete or recycled aggregate concrete show similar cyclic lateral behavior. Copyright © 2016, American Concrete Institute. All rights reserved.",Columns; Cyclic loading; Recycled concrete aggregate; Reinforced concrete; Seismic performance,Building codes; Columns (structural); Concrete aggregates; Concretes; Cyclic loads; Debris; Earthquake engineering; Recycling; Reinforced concrete; Seismic design; Seismology; Structural analysis; Design specification; Full-scale reinforced concrete columns; International Building Code; Recycled aggregate concrete; Recycled concrete aggregates; Seismic Performance; Structural concretes; Structural performance; Concrete testing,Article
340,Beri P.,Cyclonic damage to structural steel skeleton during erection,1993,10.1061/(ASCE)0887-3828(1993)7:2(101),https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027595191&doi=10.1061%2f%28ASCE%290887-3828%281993%297%3a2%28101%29&partnerID=40&md5=f1584eb35a1cc9bf192bcb503c92e4f0,Cyclones create unpredictable wind effects due to their whirling action. Industrial structures in process of erection are particularly susceptible to failure during such unpredictable natural events. A case study of such a failure is presented. Measures taken to repair and reuse damaged building elements are also given. Precautionary measures to avoid such failures in the future are discussed. © ASCE.,,Cyclones; Erection; Failure Analysis; Steel; Structures; Buildings; Failure analysis; Wind effects; Industrial steel buildings; Steel structure erection; Structural steel skeleton cyclonic damage; Structure damaged building elements; Steel structures,Article
4,Zhao Z.,Deepening Research on the Engineering Application of Transverse Supported Beam Method [横承式便梁法工程应用深化研究],2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115786179&partnerID=40&md5=964f41eddf2237dfb1756ffab0fec5c8,"Research purposes: At present, the traditional D-Beam convenient method is often used to reinforce the existing railway jacking framed bridge, but it has some problems such as difficult construction of manual digging pile, high safety risk, poor geological adaptability and small overall stiffness of reinforcement system. In this paper, the technical idea of transverse-supported beam method with bored pile piers of outside railway lines and transverse bearing beam jointly supporting temporary beam is researched deeply, bored pile piers combined with steel beam supporting D beam is used for railway reinforcement, successfully completed the project of Baiyin road passing through Beijing-Baotou railway and Jining-Baotou railway, which has accumulated engineering practical experience for the application of the transverse-supported beam method. Research conclusions:(1) The transverse-supported beam method can realize rapid installation, demolition and reuse, significantly improve the stiffness and stability of the line reinforcement system, ensure the construction quality and safety, and greatly improve the operation safety during the construction period. (2) The transverse-supported beam method adopts the construction method of single line single hole integral assembly and overall transverse movement in place, the transverse bearing beam is used as the assembly platform and transverse moving track of the beam, which has simple process and low requirements for equipment. (3) The transverse-supported beam method can solve the technical problem that the overhead system supported by conventional manual hole digging pile can not be implemented in the case of complex geological conditions, high groundwater level, thick medium sand layer and easy to form quicksand during construction. (4) Referring to the technical ideas of the transverse-supported beam method, the railway reinforcement technology method of Baiyin road crossing Beijing-Baotou railway and Jining-Baotou railway overpass project has accumulated engineering practical experience for the extensive application of the transverse-supported beam method. © 2021, Editorial Department of Journal of Railway Engineering Society. All right reserved.",Baiyin road overpass project; Bored pile piers; Jacking frame bridge; Reinforcement of existing railway; Transverse-supported beam method,Construction equipment; Geology; Groundwater; Piers; Piles; Reinforcement; Roads and streets; Safety engineering; Stiffness; Baiyin road overpass project; Beam methods; Bored pile pier; Bored-pile; Existing railway; Frame bridges; Jacking frame bridge; Reinforcement of existing railway; Supported beams; Transverse-supported beam method; Railroads,Article
123,"Coïsson E., Ferretti D., Boni C., Tasora A.",Defining the structurally compatible uses of ancient vaults: A comparison between traditional and modern modelling approaches,2019,10.4028/www.scientific.net/KEM.817.267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072909871&doi=10.4028%2fwww.scientific.net%2fKEM.817.267&partnerID=40&md5=194c797e0a90f55a30e4f0018a039e8d,"The conservation of historical architectural heritage cannot be limited only to a series of isolated interventions on materials and structures, but must include also the maintenance or insertion of compatible uses, which can guarantee a continuous upkeep. The exploitation of heritage, nevertheless, is a wedge issue, as it involves new loads, more wear, different environmental conditions, which can induce changes in their behaviour which are hard to foresee. This contribution aims to analyse in particular the structural issues involved in the use changes or in the adaptation of a pre-existing use to new functional or normative requirements. Indeed, for a correct management of the built heritage, the choice of the structurally compatible uses cannot disregard a specific analysis aimed at the identification of the structure bearing capacity and focusing on the indications to combine functional and structural needs. The proposed case study, on which the approach is applied, regards the Pilotta National Museum, in Parma, that is undergoing a reorganization of the visit paths and a reconsideration on the uses allocated to some spaces. More specifically, a vaulted room over a long barrel vault is asked to host new functions and carry new loads, whose compatibility with the preservation of the monumental structure must be assessed. For the assessment of the structural compatibility levels, different modelling approaches have been tested, in order to compare their results and to analyze their pros and cons in this type of evaluation. On one side, traditional methods were chosen: the graphic Méry method and the Heyman limit analysis have been applied to a system of 2D arches composing the vault. On the other side, the edge cutting ChronoEngine Distinct Element Model have been also tested, under the same conditions. In all cases, calculations have been made changing both values and positions of the loads, depending on the requests for the new use of the vault. The results are compared both in terms of stresses inside the masonry and in terms of deformation of the structural elements, evaluating the types of information and detail that the different approaches can supply. The results of the numerical method allow to assess the validity of the traditional approaches. On the other side, the possible contribution of the traditional methods to the calibration of the parameters for the numerical models is also discussed. The results, at last, will be adopted to propose limitations to the possible uses and to give specific indications about the setting up of the museum exhibitions. © 2019 Trans Tech Publications Ltd, Switzerland.",Compatible reuse; Discrete element method; Graphic analysis; Masonry; Vault,Exhibitions; Finite difference method; Glass ceramics; Mechanics; Museums; Numerical methods; Structural analysis; Compatible reuse; Distinct element modeling; Environmental conditions; Graphic analysis; Masonry; Structural compatibility; Traditional approaches; Vault; Masonry materials,Conference Paper
311,Shaurette M.,Demolition contractors' perceptions of impediments to salvage and reuse of wood structural components,2006,10.3992/jgb.1.2.145,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953252424&doi=10.3992%2fjgb.1.2.145&partnerID=40&md5=321d986cfec061028c1c95e889b4e73a,"The study was conducted to ascertain demolition contractors' perceptions of the primary impediments to the widespread salvage of wood structural components for reuse or recycling. Assessment of the attitudes of demolition contractors was chosen since their participation in the salvage and reuse of materials is a key component necessary for any program to reduce the waste disposal rate of demolition debris. The insights obtained from the study can be used to facilitate future planning and design of programs and research that advance the recycling of demolition debris. A sample of contractor members of the National Demolition Association was surveyed for the study. In addition to demolition contractors' perception of impediments to salvage of wood structural components, the survey instrument provided a significant volume of descriptive information about demolition companies operating in the continental United States.",,,Article
31,"Figueira D., Ashour A., Yıldırım G., Aldemir A., Şahmaran M.",Demountable connections of reinforced concrete structures: Review and future developments,2021,10.1016/j.istruc.2021.09.053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116067967&doi=10.1016%2fj.istruc.2021.09.053&partnerID=40&md5=3f3ece5b353edcd8b51a26b7d8b8d17d,"In the current practice, at the end of life of a reinforced concrete structure, it is destructively demolished and the demolition waste is landfilled or recycled. This approach is clearly wasteful of energy, creating serious environmental pollution and at high cost. However, design for demountability/deconstruction (DfD) of reinforced concrete structures would facilitate the future reuse of structural elements at the end of their life, potentially achieving a significant reduction in embodied energy of structures as well as giving the clients the benefit of retaining the value of their assets. In this paper, recent research developments and practical applications of DfD of reinforced concrete structures are reviewed and key technical issues are discussed. The main focus was on connections that should be designed in such a way to allow demounting. The main achievements are outlined, for each type of dry and semi dry connections, along with the aspects that still need to be developed. It is concluded that only semi-dry connections are currently implemented but information available in the literature on dry connections between structural elements is still very scarce. The paper concludes with an outline of some future opportunities and challenges in the application of DfD in concrete construction. © 2021",Demountable structures; Dry connections; Reinforced concrete; State-of-the-art,,Review
295,Tuijn C.,Dependencies between soft proofing and prepress production,2008,10.1117/12.771161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-45549088372&doi=10.1117%2f12.771161&partnerID=40&md5=12157a2954e014c8b08018a75dd096fb,"In order to save time and money, more and more printing organizations are investing in on-line customer portals to allow uploading content and giving formal approvals based on soft proofs before the final production process (plate making and printing) can be initiated. The approvals are typically made on soft proofs of pages whereas, obviously, the images used for plate making are so-called imposed flats (a combination of pages rotated in such a way that the printed matter can be obtained after folding and cutting). The main goal of a soft proof of a page is to simulate accurately on a display device how the page will be finally printed. The quality expectations of a soft proof are very high since a formal approval implies contractual obligations from the printing organization. This quality, however, can be influenced by many parameters. By definition, soft proofs will be displayed on a monitor (being a light emitting device), whereas a print on paper can only be seen as the reflection of a light source. As a consequence, monitors can be described by an additive color model whereas printers or presses will be modeled by a subtractive color model. Other differences relate to how the image is generated: presses can only output binary information (ink or no ink) and continuous tones are simulated by using screening techniques whereas, on a monitor, a multi-level signal can generate different shades of a specific color. The differences described above are addressed by many color management systems available on the market today. An upcoming requirement in this area is that people do not only expect the color management software to behave well but also expect this software to validate its behavior. Another range of problems with soft proofs relates to the rendering (converting vector-based page data into bitmaps) and separation process. These can be divided in two classes: spatial issues (related to resolution differences, high-frequency patterns, aliasing problems etc.) and issues related to object layering (overprint and transparency issues). Also when optimizations are carried out for plate reuse across versioned products, many things can go wrong. In this paper, we will categorize the different potential problems occurring with soft proofs and examine in detail how these problems can be avoided. It will turn out that this can only be realized if one knows the details on how the printing plates will be generated in prepress production. © 2008 SPIE-IS&T.",Approval; Graphic enterprise; Hard copy proofing; Printing industry; Proofing; Soft proofing,Color; Color printing; Curve fitting; Display devices; Food additives; Industrial management; Ink; Light; Light sources; Lighting; Management; Mathematical models; Monitoring; Optics; Paper; Plates (structural components); Presses (machine tools); Printing; Separation; Societies and institutions; Vectors; Well stimulation; (SPM) classes; aliasing problems; binary information; Bitmaps; color imaging; Color management softwares; Color management system (CMS); Color modeling; Contractual obligations; Electronic imaging; High-frequency (HF); In order; Light emitting devices; Monitor (CO); Multi level (ML); p otential problems; plate making; Pre-press; Printed matter; Printing organizations; Production processes; quality expectations; screening techniques; Separation processes; soft proofing; Optical properties,Conference Paper
