Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Annappa V., Gaspar F., Mateus A., Vitorino J.","57220983868;26538571900;14028690000;57223742946;","3D Printing for Construction Using Stone Sludge",2021,"Advances in Science, Technology and Innovation",,,,"121","130",,1,"10.1007/978-3-030-35533-3_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098009843&doi=10.1007%2f978-3-030-35533-3_16&partnerID=40&md5=355dd5713eebf9dea46698b0e1eddea3","ESTG, Polytechnic Institute of Leiria, Leiria, Portugal; CDRSP, Polytechnic Institute of Leiria, Leiria, Portugal","Annappa, V., ESTG, Polytechnic Institute of Leiria, Leiria, Portugal; Gaspar, F., ESTG, Polytechnic Institute of Leiria, Leiria, Portugal, CDRSP, Polytechnic Institute of Leiria, Leiria, Portugal; Mateus, A., CDRSP, Polytechnic Institute of Leiria, Leiria, Portugal; Vitorino, J., CDRSP, Polytechnic Institute of Leiria, Leiria, Portugal","3D printing in construction is recognized by its flexibility in design, cost, and time. It is amplifying every day in terms of technology which provides new solution to several problems. The process of 3D printing with cement-based mixes does not use formwork and thus gives increased flexibility to designers, saves the cost of labor and materials and reduces waste. Printers have been used to construct structural elements and full-scale buildings. But construction has been dealing with one of the major issue, which is the waste management. Stone sludge is one of the most abundantly produced wastes in stone quarries which have been dumped in landfill with low percentage of reuse. This research paper focuses on integrating stone sludge waste from the transformation industry as raw material in the mortar, having the objective to do 3D printing in a cost-effective and affordable way. An experimental work was carried out to obtain convenient mixes to print, evaluating some physical and mechanical properties of casted samples and comparing stone sludge-based mortar with traditional mortar mixes. Mortar specimens were obtained using a robotic arm with an extrusion printing process. Six mortar types with different proportions of stone sludge and admixtures were tested in a systematic way to determine their printable properties. The outcome of the test is presented, discussing possible reasons, factors, and relations between the results obtained. The work carried out shows that it was possible to print using stone sludge with smooth and uniform surface. © 2021, Springer Nature Switzerland AG.","3D printing; Cementitious material; Stone sludge",,Book Chapter,"Final","",Scopus,2-s2.0-85098009843
"Shevchenko T., Vavrek R., Danko Y., Gubanova O., Chovancová J., Mykhailova L.","56647807400;57206404928;56447014600;57220155284;6701726294;57203587563;","Clarifying a circularity phenomenon in a circular economy under the notion of potential [Wyjaśnienie zjawiska kołowości w gospodarce o obiegu zamkniętym w kontekście pojęcia potencjału]",2021,"Problemy Ekorozwoju","16","1",,"79","89",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097056549&partnerID=40&md5=472808992e25c4348677c8aa14465033","Sumy National Agrarian University, H. Kondratiiev 160, Sumy, 40021, Ukraine; VŠB-Technical University of Ostrava, Sokolská třída 33, Ostrava, 702 00, Czech Republic; Odessa State Environmental University, Lvivska 15, Odessa, 65016, Ukraine; University of Prešov, Konštantínova 16, Prešov, 080 01, Slovakia","Shevchenko, T., Sumy National Agrarian University, H. Kondratiiev 160, Sumy, 40021, Ukraine; Vavrek, R., VŠB-Technical University of Ostrava, Sokolská třída 33, Ostrava, 702 00, Czech Republic; Danko, Y., Sumy National Agrarian University, H. Kondratiiev 160, Sumy, 40021, Ukraine; Gubanova, O., Odessa State Environmental University, Lvivska 15, Odessa, 65016, Ukraine; Chovancová, J., University of Prešov, Konštantínova 16, Prešov, 080 01, Slovakia; Mykhailova, L., Sumy National Agrarian University, H. Kondratiiev 160, Sumy, 40021, Ukraine","Turning from linear to circular business model, from cradle-to-grave to cradle-to-cradle and from waste to wealth, the concept of circular economy (CE) has become an important tool to promote sustainable development as it combines economic, environmental and social benefits at a local as well as global scale. In the shift towards CE, examining the CE from the perspective of its potential is crucial for its wider and more effective implementation in the practice. The aim of the paper is to clarify a circularity phenomenon in closed-loop economy under the notion of potential in part of (1) the structural elements, (2) underlying categories and (3) basal properties as a follow-up to the previous studies about managing the circularity potential. The study provides the theoretical framework for understanding circularity potential by developing the circularity potential categorization in order to get a comprehensive picture of what has been done in the past and where efforts are most need today to achieve a progress towards circularity in the future. The basal properties of circularity potential such as integrity, dyna-mism, territorial affiliation and different strategies compatibility were revealed and discussed for managing the circularity potential. The findings of the paper have ambition to contribute to new metrics development to measure the progress towards zero-waste and CE aimed at identification and monitoring all the possible forms of the circularity potential – opportunities, reserves, available resources, rather than the available resources only that were primarily considered in the past attempts at the operationalisation of circular economy. © 2020, Politechnika Lubelska. All rights reserved.","Circular economy; Circularity potential; Recycling Streszczenie; Reuse potential; Zero waste",,Article,"Final","",Scopus,2-s2.0-85097056549
"Whittaker M.J., Grigoriadis K., Soutsos M., Sha W., Klinge A., Paganoni S., Casado M., Brander L., Mousavi M., Scullin M., Correia R., Zerbi T., Staiano G., Merli I., Ingrosso I., Attanasio A., Largo A.","57210595187;51963663600;6602915822;57212511985;57207956261;36638088600;57210600860;25649145200;57208826256;57210597058;55218658500;57210603369;57218348887;57210599740;57195319097;57191340331;55497983400;","Novel construction and demolition waste (CDW) treatment and uses to maximize reuse and recycling",2021,"Advances in Building Energy Research","15","2",,"253","269",,9,"10.1080/17512549.2019.1702586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076911088&doi=10.1080%2f17512549.2019.1702586&partnerID=40&md5=ceef1d3e2a4b1b8c11da32fffba6a057","School of Natural and Built Environment, Queen’s University Belfast, Belfast, United Kingdom; ZRS Architekten Ingenieure, GmbH, Berlin, Germany; ACCIONA Construction Technology Centre, Madrid, Spain; RISE, Boras, Sweden; CDE Global Ltd, Cookstown, United Kingdom; CREAGH Concrete, Toomebridge, United Kingdom; STAM S.R.L., Genoa, Italy; STRESS S.C.A.R.L., Naples, Italy; VORTEX HYDRA S.R.L., Ferrara, Italy; CETMA, Brindisi, Italy","Whittaker, M.J., School of Natural and Built Environment, Queen’s University Belfast, Belfast, United Kingdom; Grigoriadis, K., School of Natural and Built Environment, Queen’s University Belfast, Belfast, United Kingdom; Soutsos, M., School of Natural and Built Environment, Queen’s University Belfast, Belfast, United Kingdom; Sha, W., School of Natural and Built Environment, Queen’s University Belfast, Belfast, United Kingdom; Klinge, A., ZRS Architekten Ingenieure, GmbH, Berlin, Germany; Paganoni, S., ZRS Architekten Ingenieure, GmbH, Berlin, Germany; Casado, M., ACCIONA Construction Technology Centre, Madrid, Spain; Brander, L., RISE, Boras, Sweden; Mousavi, M., RISE, Boras, Sweden; Scullin, M., CDE Global Ltd, Cookstown, United Kingdom; Correia, R., CREAGH Concrete, Toomebridge, United Kingdom; Zerbi, T., STAM S.R.L., Genoa, Italy; Staiano, G., STRESS S.C.A.R.L., Naples, Italy; Merli, I., VORTEX HYDRA S.R.L., Ferrara, Italy; Ingrosso, I., CETMA, Brindisi, Italy; Attanasio, A., CETMA, Brindisi, Italy; Largo, A., CETMA, Brindisi, Italy","The EU Waste Framework Directive 2008/98/EC states that all member states should take all necessary measures in order to achieve at least 70% re-use, recycling or other recovery of non-hazardous Construction and Demolition Waste (CDW) by 2020. In response, the Horizon 2020 RE4 project consortium (REuse and REcycling of CDW materials and structures in energy efficient pREfabricated elements for building REfurbishment and construction) consisting of 12 research and industrial partners across Europe, plus a research partner from Taiwan, was set up. For its success, the approach of the Project was manifold, developing sorting technologies to first improve the quality of CDW-derived aggregate. Simultaneously, CDW streams were assessed for quality and novel applications developed for aggregate, timber and plastic waste in a variety of products including structural and non-structural elements. With all products considered, innovative building concepts have been designed in a bid to improve future reuse and recycling of the products by promoting prefabricated construction methods and modular design to ease future recycling and increase value of the construction industry. The developed technologies and products have been put to the test in different test sites in building a two-storey house containing at least 65% of CDW. © 2019 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","CDW-derived materials; prefabricated structures; recovery; recycling; reuse","Aggregates; Charge density waves; Construction; Construction industry; Demolition; Energy efficiency; Industrial research; Plastic products; Plastics industry; Product design; Recovery; Recycling; Building refurbishments; Construction and demolition waste; Derived materials; Eu waste framework directives; Non-structural elements; Prefabricated elements; Prefabricated structures; reuse; Waste treatment",Article,"Final","",Scopus,2-s2.0-85076911088
"Szewczak A., Szeląg M.","57086653800;56556612600;","Physico-mechanical and rheological properties of epoxy adhesives modified by microsilica and sonication process",2020,"Materials","13","23","5310","1","20",,14,"10.3390/ma13235310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096699470&doi=10.3390%2fma13235310&partnerID=40&md5=01e83d503ddce3eb760537f9cfbc5f78","Faculty of Civil Engineering and Architecture, Lublin University of Technology, Nadbystrzycka 40, Lublin, 20-618, Poland","Szewczak, A., Faculty of Civil Engineering and Architecture, Lublin University of Technology, Nadbystrzycka 40, Lublin, 20-618, Poland; Szeląg, M., Faculty of Civil Engineering and Architecture, Lublin University of Technology, Nadbystrzycka 40, Lublin, 20-618, Poland","Industrial waste from the production of metallic silicon and silicon–iron alloys, which includes silica fumes (microsilica), is subject to numerous applications aiming at its reuse in concrete and polymeric composites. Recycling solves the problem of their storage and adverse environmental impact. Six different formulas of epoxy resins were tested, differing in the type of polymer, the mixing process (sonication or not) and the presence of microsilica. The study showed that microsilica added to the epoxy resin changes its viscosity and free surface energy, and these are the parameters that determine the adhesion of the polymer to the concrete surface. Strength tests and SEM analysis have determined how microsilica molecules can penetrate the structure of polymer macromolecules by filling and forming temporary chemical bonds. Mixing the fillers with the adhesive was achieved by using a sonication process. The analysis of the obtained results showed that, depending on the initial composition of the polymer, the addition of microsilica can change the chemical, physical and mechanical properties of the hardened adhesive to varying degrees. In the case of adhesives used in the construction industry to strengthen and glue structural elements, these changes significantly affect the durability of the adhesive joints. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Epoxy resins; Microsilica; Sonication; Strength parameters; Surface free energy; Viscosity","Adhesive joints; Bond strength (chemical); Chemical analysis; Concrete industry; Construction industry; Epoxy resins; Fumes; Iron alloys; Mixing; Polymer concrete; Silica fume; Sonication; Adverse environmental impacts; Free surface energy; Initial composition; Physical and mechanical properties; Polymer macromolecules; Polymeric composites; Rheological property; Structural elements; Adhesives",Article,"Final","",Scopus,2-s2.0-85096699470
"Coelho J.G.M., Amarante Mesquita A.L., Dias C.G.B.T.","54961001500;7005918275;36453525500;","Investigation of hardwood/rubber modified asphalt: Experimental track implementation in Macapá-AP",2020,"Case Studies in Construction Materials","13",,"e00382","","",,1,"10.1016/j.cscm.2020.e00382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085487875&doi=10.1016%2fj.cscm.2020.e00382&partnerID=40&md5=69db498f3a02576eb7401b1c5e34f1e8","Federal Institute of Amapá, Macapá, AP  68.909-398, Brazil; Federal University of Pará – Amazon Development Center in Engineering – NDAE – Vila Permanente, Tucuruí, PA  68.455-901, Brazil; Federal University of Pará, Department of Mechanical Engineering, Belém, PA  66.075-110, Brazil","Coelho, J.G.M., Federal Institute of Amapá, Macapá, AP  68.909-398, Brazil; Amarante Mesquita, A.L., Federal University of Pará – Amazon Development Center in Engineering – NDAE – Vila Permanente, Tucuruí, PA  68.455-901, Brazil; Dias, C.G.B.T., Federal University of Pará, Department of Mechanical Engineering, Belém, PA  66.075-110, Brazil","The use of wood residue in asphalt pavements is not common yet, but it is attributed to the gain of structural strength and the reuse of this material discarded in nature. The main objective of this work is the evaluation of asphalt coatings with hardwood residue and ground tire rubber. The methodology follows the steps of preparation and mechanical analysis of the asphalt compound, initially the shear of the mixture of ground rubber tire with sand and hardwood residue. Soon after, the mixture was made of composite with asphalt in the dry process, then the rheological characterization of these samples by means of the parallel plate rheometer, plate to plate of 35 mm in diameter. Then samples of hot mixed asphalt (HMA) made according to Marshall's dosage, modified and unmodified concretes with the compound under study. Micrograph tests were performed using optical microscopy and scanning electron microscopy (SEM). Finally, mechanical tests on Marshall specimens. The material under study was applied on the track, and this asphalt was monitored for 50 months. The results showed that hardwood residue was compatible with rubber residue and efficient in the rheological properties of petroleum asphalt cement. In mechanical tests, there was a gain of stability, a 15 % higher result for asphalt with wood and rubber residue and at 10 % higher values ​​of the empty asphalt bitumen-compost ratio compared to conventional asphalt concrete. Thus, the applicability of the studied composite is satisfactory and environmentally correct, when it comes to the reuse of materials that replace materials from natural deposits. © 2020","Asphalt cement; Crumb rubber; Hardwood; Hot mix asphalt; Marshall method; Optical microscopy; Rheology; Scanning electron microscope","Composting; Hardwoods; Mixtures; Plates (structural components); Rubber; Scanning electron microscopy; Shotcreting; Tire industry; Ground tire rubbers; Hot mixed asphalts; Mechanical analysis; Parallel plate rheometers; Petroleum asphalt; Rheological characterization; Rheological property; Structural strength; Asphalt",Article,"Final","",Scopus,2-s2.0-85085487875
"Naouaoui K., Bouyahyaoui A., Cherradi T.","57205402628;57200797988;57151353800;","Concrete recycling: Social and environmental technical gain for smart cities",2020,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","44","4/W3",,"309","311",,,"10.5194/isprs-archives-XLIV-4-W3-2020-309-2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101922368&doi=10.5194%2fisprs-archives-XLIV-4-W3-2020-309-2020&partnerID=40&md5=d967cab98584223e04bf45b00f4e130f","Mohammadia School of Engineers, Civil Department, Mohamed v University-Agdal, Rabat, Morocco","Naouaoui, K., Mohammadia School of Engineers, Civil Department, Mohamed v University-Agdal, Rabat, Morocco; Bouyahyaoui, A., Mohammadia School of Engineers, Civil Department, Mohamed v University-Agdal, Rabat, Morocco; Cherradi, T., Mohammadia School of Engineers, Civil Department, Mohamed v University-Agdal, Rabat, Morocco","Recycled aggregate concrete is a new technology for using a developed type of concrete that combines technicality with the environmental and recycling aspect. It is based on the reuse of old demolished concrete in the format of new aggregates for new concrete. The main advantage of this concrete is the reuse of construction debris which is a huge management problem in addition to complying with countries' requirements for recycling rates. This technology will also solve the problem of shortage of natural resources from which many countries suffer. Thus, this new technology is at the forefront of research and improvement studies in order to identify the technical characteristics: Mechanical properties, formulation, durability ... of a new concrete based on these aggregates. Morocco, as a developing country, favors the promotion of new technologies. It is true that the Moroccan standardization does not specify recycled aggregates but the use is more and more common in the last decade mainly in road works. The structural elements of the building require further study in order to technically validate the choice of concrete. © 2020 International Society for Photogrammetry and Remote Sensing. All rights reserved.","Concrete; Mechanical characteristics; Recycled Aggregates; Smart management","Aggregates; Concrete aggregates; Developing countries; Durability; Environmental technology; Recycling; Smart city; Concrete recycling; Construction debris; Demolished concretes; Management problems; Recycled aggregate concrete; Recycled aggregates; Social and environmental; Structural elements; Concretes",Conference Paper,"Final","",Scopus,2-s2.0-85101922368
"Shu C., Xu K., Sun T., Jiang X., Wang R.","57221527305;57089521400;23471450500;13607511800;56120073100;","YM-NET: A New Network Structure for License Plate Detection in Complex Scenarios",2020,"ACM International Conference Proceeding Series",,,,"600","605",,,"10.1145/3434581.3434696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099399800&doi=10.1145%2f3434581.3434696&partnerID=40&md5=b39c01ee0716a48172f0fb6749ad0e10","School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; College of Big Data and Software Engineering, Zhejiang Wanli University, Ningbo, China","Shu, C., School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; Xu, K., School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; Sun, T., School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; Jiang, X., School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; Wang, R., College of Big Data and Software Engineering, Zhejiang Wanli University, Ningbo, China","Although a large number of current deep learning methods for license plates detection, most of them mainly focus on frontal images. The study of license plate detection focused on the images in complex scenarios is rare, and most of them didn't work well. In this study, we design a novel neural network architecture named YM-NET which is used for license plate detection in complex scenarios. YM-NET consists of a feature extraction network based on linear bottleneck and an improved multiscale detection network for reuse of deep features. Our experiment results indicate that the designed deep learning network achieved detection accuracy comparable to other deep learning methods in the frontal license plate images datasets, and much better in the complex scenarios such as tilt or blur. © 2020 ACM.","Convolutional Neural Network; Deep Learning; License Plate Detection","Aviation; Deep learning; Feature extraction; Learning systems; License plates (automobile); Network architecture; Plates (structural components); Safety engineering; Detection accuracy; Learning methods; Learning network; License plate detection; License plate images; Multiscale detection; Network structures; Novel neural network; Complex networks",Conference Paper,"Final","",Scopus,2-s2.0-85099399800
"Snodgrass S., Sarkar A.","56119674100;57195584796;","Multi-Domain Level Generation and Blending with Sketches via Example-Driven BSP and Variational Autoencoders",2020,"ACM International Conference Proceeding Series",,,"4","","",,,"10.1145/3402942.3402948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092297310&doi=10.1145%2f3402942.3402948&partnerID=40&md5=2912c9dc10c8a3f3b86da779d5b7747c","Modl.ai, Denmark; Northeastern University, Denmark","Snodgrass, S., Modl.ai, Denmark; Sarkar, A., Northeastern University, Denmark","Procedural content generation via machine learning (PCGML) has demonstrated its usefulness as a content and game creation approach, and has been shown to be able to support human creativity. An important facet of creativity is combinational creativity or the recombination, adaptation, and reuse of ideas and concepts between and across domains. In this paper, we present a PCGML approach for level generation that is able to recombine, adapt, and reuse structural patterns from several domains to approximate unseen domains. We extend prior work involving example-driven Binary Space Partitioning for recombining and reusing patterns in multiple domains, and incorporate Variational Autoencoders (VAEs) for generating unseen structures. We evaluate our approach by blending across 7 domains and subsets of those domains. We show that our approach is able to blend domains together while retaining structural components. Additionally, by using different groups of training domains our approach is able to generate both 1) levels that reproduce and capture features of a target domain, and 2) levels that have vastly different properties from the input domain. © 2020 ACM.","binary space partitioning; level blending; level generation; PCGML; procedural content generation; variational autoencoder","Blending; Computer games; Binary space partitioning; Human creativity; Multi domains; Multiple domains; Procedural content generations; Structural component; Structural pattern; Target domain; Learning systems",Conference Paper,"Final","",Scopus,2-s2.0-85092297310
"Abbiati G., Covi P., Tondini N., Bursi O.S., Stojadinović B.","37064203300;57212110685;36018715600;7003487374;55882166100;","A Real-Time Hybrid Fire Simulation Method Based on Dynamic Relaxation and Partitioned Time Integration",2020,"Journal of Engineering Mechanics","146","9","04020104","","",,9,"10.1061/(ASCE)EM.1943-7889.0001826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090425742&doi=10.1061%2f%28ASCE%29EM.1943-7889.0001826&partnerID=40&md5=7ae2ff16173df155f7e9e6c281bda8fb","Dept. of Engineering, Univ. of Århus, 10 Inge Lehmanns Gade, Århus C, 8000, Denmark; Dept. of Civil, Mechanical and Environmental Engineering, Univ. of Trento, 77 via Mesiano, Trento, 38123, Italy; Chair of Structural Dynamics and Earthquake Engineering, Dept. of Civil, Environmental and Geomatic Engineering, Institute of Structural Engineering, 5 Stefano-Franscini Platz, Zürich, 8093, Switzerland","Abbiati, G., Dept. of Engineering, Univ. of Århus, 10 Inge Lehmanns Gade, Århus C, 8000, Denmark; Covi, P., Dept. of Civil, Mechanical and Environmental Engineering, Univ. of Trento, 77 via Mesiano, Trento, 38123, Italy; Tondini, N., Dept. of Civil, Mechanical and Environmental Engineering, Univ. of Trento, 77 via Mesiano, Trento, 38123, Italy; Bursi, O.S., Dept. of Civil, Mechanical and Environmental Engineering, Univ. of Trento, 77 via Mesiano, Trento, 38123, Italy; Stojadinović, B., Chair of Structural Dynamics and Earthquake Engineering, Dept. of Civil, Environmental and Geomatic Engineering, Institute of Structural Engineering, 5 Stefano-Franscini Platz, Zürich, 8093, Switzerland","The use of simplified numerical substructures in hybrid fire simulation is clearly advantageous as long as the resulting simulation accuracy is sufficient. However, excluding geometrical and material nonlinearities from the numerical substructure might make a significant difference in internal force redistribution and reduce the simulation accuracy beyond acceptable levels. Also, materials at a high temperature very often exhibit time-dependent behavior, including strain-rate dependency, high-temperature creep, and stress relaxation, which prohibit the use of extended testing time scales. This standpoint motivated the development of the real-time hybrid fire simulation method presented in this paper. Dynamic relaxation is proposed to solve the static response of the hybrid numerical-experimental fire simulation. As an equivalent dynamic solution method, dynamic relaxation allows for coupling substructure equations of motion by using a partitioned time integration approach. Minimal data exchange between substructures and negligible computational overhead plus ease of reusability of verified finite-element software makes the proposed algorithm suitable for coordinating real-time hybrid fire simulations. The hybrid fire simulation of a virtual steel frame case study is reported as a validation example. © 2020 American Society of Civil Engineers.","Component-mode synthesis; Dynamic relaxation; Hybrid fire simulation; Partitioned time integration; Steel frame","Computer software reusability; Creep testing; Electronic data interchange; Equations of motion; Reusability; Strain rate; Stress relaxation; Computational overheads; Finite element software; High temperature creep; Internal force redistribution; Material non-linearity; Numerical experimental; Strain rate dependency; Time dependent behavior; Fires; algorithm; fire; simulation; software; static response; steel; strain rate; structural component",Article,"Final","",Scopus,2-s2.0-85090425742
"Zhang C., Jia B., Wang J.","55508700700;57203237702;57216289907;","Influence of artificial cooling methods on post-fire mechanical properties of Q355 structural steel",2020,"Construction and Building Materials","252",,"119092","","",,19,"10.1016/j.conbuildmat.2020.119092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083039104&doi=10.1016%2fj.conbuildmat.2020.119092&partnerID=40&md5=1792596f0e3e40062b22d6dc4b416023","Shock and Vibration of Engineering Materials and Structures Key Laboratory of Sichuan Province, Mianyang, 621010, China; School of Civil Engineering and Architecture, Southwest University of Science and Technology, Mianyang, 621010, China; Department of Mechanical Engineering, University of Houston, Houston, TX  77204, United States","Zhang, C., Shock and Vibration of Engineering Materials and Structures Key Laboratory of Sichuan Province, Mianyang, 621010, China, School of Civil Engineering and Architecture, Southwest University of Science and Technology, Mianyang, 621010, China, Department of Mechanical Engineering, University of Houston, Houston, TX  77204, United States; Jia, B., Shock and Vibration of Engineering Materials and Structures Key Laboratory of Sichuan Province, Mianyang, 621010, China, School of Civil Engineering and Architecture, Southwest University of Science and Technology, Mianyang, 621010, China; Wang, J., School of Civil Engineering and Architecture, Southwest University of Science and Technology, Mianyang, 621010, China","The Chinese National Standard (GB/T 1591-2018) requires a replacement of Q345 steel to Q355 steel from February 1, 2019. As a new structural steel, the post-fire mechanical properties, regarded as a crucial indicator to assess structural damage and reusability after fire, need to be studied. Hence, a comprehensive experimental investigation on the influence of two artificial cooling methods on post-fire mechanical properties of Q355 steel is reported in this study. The specimens were first heated to target temperatures of 200 °C, 400 °C, 500 °C, 600 °C, 700 °C, 800 °C and 900 °C to simulate various fire conditions and then cooled by fire-extinguishing foam cooling and water cooling. Uniaxial tensile tests were performed on these fire-affected specimens to extract the stress–strain curves and associated post-fire mechanical properties. Additionally, fracture behavior of Q355 steel cooled by the two artificial cooling methods was also discussed from macroscopic and microscopic fracture morphology. For the two artificial cooling methods, it is explicitly found that the loss of mechanical properties of Q355 steel is negligible after exposure to temperatures below 600 °C. However, both cooling methods and elevated temperatures have significant effects on post-fire mechanical properties of Q355 steel after the exposure temperature exceeds 600 °C. In case of fire-extinguishing foam cooling, a dramatic decrease in yield strength and ultimate strength is observed, while the ductility is gradually increased with increasing temperature. In contrast, a sharp increase in yield strength and ultimate strength can be observed clearly, while the ductility is sharply reduced with increasing temperature. After exposure to the temperature of 900 °C, Q355 steel cooled by fire-extinguishing foam is able to retain 79% of its original ultimate strength, while Q355 steel cooled by water is able to gain 131% of its original ultimate strength in the as-received state. At last, new equations are developed to predict post-fire mechanical properties of Q355 steel for fire damage evaluation. © 2020 Elsevier Ltd","Artificial cooling methods; Macroscopic fracture characteristics; Micro-fracture mechanism; Post-fire mechanical properties; Proposed equations; Q355 structural steel","Building materials; Cooling; Ductility; Fire extinguishers; Fracture mechanics; Reusability; Steel construction; Strain; Temperature; Tensile testing; Yield stress; Chinese national standard; Elevated temperature; Experimental investigations; Exposure temperature; Fracture morphology; Increasing temperatures; Macroscopic and microscopic; Uniaxial tensile test; Fires",Article,"Final","",Scopus,2-s2.0-85083039104
"Saeli M., Micale R., Seabra M.P., Labrincha J.A., La Scalia G.","26432229400;36548895700;7004369655;7003372169;24399361400;","Selection of novel geopolymeric mortars for sustainable construction applications using fuzzy topsis approach",2020,"Sustainability (Switzerland)","12","15","5987","","",,11,"10.3390/su12155987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089493173&doi=10.3390%2fsu12155987&partnerID=40&md5=0ad0b467ba3fca69f3baddd23e1e14f1","Department of Architecture, University of Palermo, Palermo, 90128, Italy; Department of Engineering, University of Palermo, Palermo, 90128, Italy; University of Aveiro, Aveiro, 3810-193, Portugal","Saeli, M., Department of Architecture, University of Palermo, Palermo, 90128, Italy; Micale, R., Department of Engineering, University of Palermo, Palermo, 90128, Italy; Seabra, M.P., University of Aveiro, Aveiro, 3810-193, Portugal; Labrincha, J.A., University of Aveiro, Aveiro, 3810-193, Portugal; La Scalia, G., Department of Engineering, University of Palermo, Palermo, 90128, Italy","Construction is recognized as one of the most polluting and energy consuming industries worldwide, especially in developing countries. Therefore, Research and Development (R&D) of novel manufacturing technologies and green construction materials is becoming extremely compelling. This study aims at evaluating the reuse of various wastes, originated in the Kraft pulp-paper industry, as raw materials in the manufacture of novel geopolymeric (GP) mortars whose properties fundamentally depend on the target application (e.g., insulating panel, partition wall, structural element, furnishing, etc.). Five different wastes were reused as filler: Two typologies of Biomass Fly Ash, calcareous sludge, grits, and dregs. The produced samples were characterized and a multi criteria analysis, able to take into account not only the engineering properties, but also the environmental and economic aspects, has been implemented. The criteria weights were evaluated using the Delphi methodology. The fuzzy Topsis approach has been used to consider the intrinsic uncertainty related to unconventional materials, as the produced GP-mortars. The computational analysis showed that adding the considered industrial wastes as filler is strongly recommended to improve the performance of materials intended for structural applications in construction. The results revealed that the formulations containing 5 wt.% of calcareous sludge, grits, and dregs and the one containing 7.5 wt.% of calcareous sludge, grits, dregs, and Biomass Fly Ash-1 have emerged as the best alternatives. Furthermore, it resulted that the Biomass Fly Ash-2 negatively influences the structural performance and relative rank of the material. Finally, this case study clearly shows that the fuzzy Topsis multi-criteria analysis represents a valuable and easy tool to investigate construction materials (either traditional and unconventional) when an intrinsic uncertainty is related to the measurement of the quantitative and qualitative characteristics. © 2020 by the authors.","Construction; Fuzzy topsis; Mortars; Multi criteria analysis; Sustainable geopolymers; Wastes valorization & reuse","construction material; developing world; engineering; fly ash; fuzzy mathematics; manufacturing; mortar; multicriteria analysis; polymer",Article,"Final","",Scopus,2-s2.0-85089493173
