,Authors,Title,Year,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type
27,"Jiang X., Wang S., Liu Y., Xia B., Skitmore M., Nepal M., Ghanbaripour A.N.",A method for the ontology-based risk management of PPP construction projects,2022,10.1108/CI-02-2022-0029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134948949&doi=10.1108%2fCI-02-2022-0029&partnerID=40&md5=b412446a8a00d03e14d8f65c3daa35be,"Purpose: With the increasing complexity of public–private partnership (PPP) projects, the amount of data generated during the construction process is massive. This paper aims to develop a new information management method to cope with the risk problems involved in dealing with such data, based on domain ontologies of the construction industry, to help manage PPP risks, share and reuse risk knowledge. Design/methodology/approach: Risk knowledge concepts are acquired and summarized through PPP failure cases and an extensive literature review to establish a domain framework for risk knowledge using ontology technology to help manage PPP risks. Findings: The results indicate that the risk ontology is capable of capturing key concepts and relationships involved in managing PPP risks and can be used to facilitate knowledge reuse and storage beneficial to risk management. Research limitations/implications: The classes in the risk knowledge ontology model constructed in this research do not yet cover all the information in PPP project risks and need to be further extended. Moreover, only the framework and basic methods needed are developed, while the construction of a working ontology model and the relationship between implicit and explicit knowledge is a complicated process that requires repeated modifications and evaluations before it can be implemented. Practical implications: The ontology provides a basis for turning PPP risk information into risk knowledge to allow the effective sharing and communication of project risks between different project stakeholders. It can also have the potential to help reduce the dependence on subjectivity by mining, using and storing tacit knowledge in the risk management process. Originality/value: The apparent suitability of the nine classes of PPP risk knowledge (project model, risk type, risk occurrence stage, risk source, risk consequence, risk likelihood, risk carrier, risk management measures and risk case) is identified, and the proposed construction method and steps for a complete domain ontology for PPP risk management are unique. A combination of criteria- and task-based evaluations is also developed for assessing the PPP risk ontology for the first time. © 2022, Emerald Publishing Limited.",Domain ontology; Project management; Public–private partnership; Risk knowledge; Risk management; Rule-based reasoning,Construction industry; Digital storage; Information management; Ontology; Project management; Risk assessment; Construction projects; Domain ontologies; Ontology model; Ontology-based; Project risk; Public/private partnerships; Risk knowledge; Risk ontologies; Risks management; Rule-based reasoning; Risk management,Article
11,"Herrera-Martín J.J., Castilla-Rodríguez I., González E.J., Martín-Dorta N.",A method for transferring BIM data into domain ontologies: A case study based on airport services,2022,10.1016/j.eij.2022.04.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132657711&doi=10.1016%2fj.eij.2022.04.002&partnerID=40&md5=1ec69791fec511138e06618406ca1aea,"Building Information Modeling (BIM) has revolutionized the construction industry as a platform for core integrated design, modeling, asset planning, and collaboration. Although BIM simplifies the retrieval and use of information in construction projects, BIM tools use native formats that pose challenges for data reuse and exchange. This article proposes a method for mapping BIM data into sets of concepts of a specific domains, and the use of Semantic Web tools for the exchange of data and information. Domain ontologies are a widely used tool for the formal definition of a field of knowledge, which facilitates the exchange of information in heterogeneous systems through technologies such as the Semantic Web. The proposed mapping can be used to enrich information and improve data integration in systems based on semantic tools that manage services or maintain facilities and building infrastructures. The article also presents a case study based on the management of airport facilities to illustrate the practical application of the method. © 2022",Airport facilities; BIM; Ontologies; Semantic Web,Airports; Architectural design; Construction industry; Data integration; Information use; Knowledge management; Mapping; Reinforced concrete; Semantic Web; Airport facilities; Airport services; Asset planning; Building Information Modelling; Case-studies; Domain ontologies; Integrated design modeling; Modeling data; Ontology's; Semantic-Web; Ontology,Article
355,"El-Diraby T.E., Wang B.",A prototype e-society portal: Using a semantic model to represent sustainability aspects of highway projects to local communities,2005,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644432504&partnerID=40&md5=c540c23dc931d6a8dbae1aeb97a62df3,"More than any other industry, the infrastructure has a direct impact on our communities and quality of life. There is a need to utilize the compendium of information technology research and applications to investigate how to engage local communities in the design and configuration of such projects. Systems are needed to explain to communities the various elements of projects, who is sponsoring them, who has the decision powers to develop and approve such components and, more importantly, the impacts of various design options on sustainability. This paper developed an ontology for sustainability in highway construction. An ontology is a conceptual semantic model that attempts to capture human knowledge (both explicit and tacit) in a consistent manner. Ontologies include three main elements: a taxonomy (common vocabulary presented in concept trees), set of relationships (linking concepts across trees) and axioms (limitation/constraints on the behavior of concepts). The ontology was used to develop a portal for broadcasting highway design features to local communities. By browsing through the portal, a user can learn about project elements, the impacts of each element on sustainability issues, who is sponsoring such element and what efforts have been made to reduce any impacts of such elements on local communities.",Community Involvement; E-Society; Highway construction; Sustainability,Construction industry; Information technology; Mathematical models; Portals; Semantics; Software prototyping; Sustainable development; Community involvement; E-society; Highway construction; Sustainability; Highway systems,Conference Paper
21,"Tanvi Newaz M., Ershadi M., Carothers L., Jefferies M., Davis P.",A review and assessment of technologies for addressing the risk of falling from height on construction sites,2022,10.1016/j.ssci.2021.105618,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120379128&doi=10.1016%2fj.ssci.2021.105618&partnerID=40&md5=99454a9c1078b0d61511027c75e32050,"Falling from height (FFH) is blamed for causing significant injuries and deaths on construction sites. Previous research has outlined a broad range of technological advances facilitating the management of the FFH safety risk. However, the extant literature lacks a comprehensive assessment to investigate the contribution of various FFH technologies, as well as their implementation feasibility on construction sites, which provides rationale for this study. The study aims to assess recent safety technologies which can be used to control the risk of FFH on construction sites, especially in urban building construction projects. A scoping review was conducted to identify such technologies and provide insight into their application in the construction industry. As a result of searching Scopus, Web of Science, and Google Scholar databases between 2010 and 2021, a total of 86 representative studies were selected and reviewed. Following this stage, an assessment of their feasibility was carried out based on a set of criteria from the literature. A total of 7 FFH technologies were identified, characterising the contribution of recent technologies to the prediction, prevention, and mitigation of FFH risks. These technologies include (1) Safety risk assessment and propagation, (2) real-time sensing and monitoring, (3) automated prevention through design, (4) ontology and knowledge modelling, (5) virtual reality for FFH training, (6) personal fall arrest systems, and (7) collective fall protection systems. This research contributes to an improved understanding of the status of FFH technologies. The feasibility assessment provides insight into suitable technologies for construction projects of various sizes and features. © 2021",Construction industry; Falling from height; Feasibility assessment; Safety technology,Accident prevention; Real time systems; Risk assessment; Urban growth; Virtual reality; Building construction projects; Comprehensive assessment; Construction sites; Falling from height; Feasibility assessment; Safety risks; Safety technology; Scoping review; Technological advances; Urban buildings; Construction industry; article; building industry; feasibility study; human; ontology; prediction; risk assessment; Scopus; search engine; systematic review; virtual reality; Web of Science,Article
274,Cerovsek T.,A review and outlook for a 'Building Information Model' (BIM): A multi-standpoint framework for technological development,2011,10.1016/j.aei.2010.06.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954424532&doi=10.1016%2fj.aei.2010.06.003&partnerID=40&md5=eb7116e33939766ccafee8fc74867c79,"This study provides a review of important issues for 'Building Information Modelling' (BIM) tools and standards and comprehensive recommendations for their advancement and development that may improve BIM technologies and provide a basis for inter-operability, integration, model-based communication, and collaboration in building projects. Based on a critical review of Building Product Modelling, including the development of standards for exchange and the features of over 150 AEC/O (Architecture, Engineering, Construction, and Operation) tools and digital models, a methodological framework is proposed for improvements to both BIM tools and schemata. The features relevant to the framework were studied using a conceptual process model and a 'BIM System-of-Systems' (BIM-SoS) model. The development, implementation, and use of the BIM Schema are analysed from the standpoint of standardisation. The results embrace the requirements for a BIM research methodology, with an example of methods and procedures, an R&D review with critique, and a multi-standpoint framework for developments with concrete recommendations, supported by BIM metrics, upon which the progress of tools, models, and standards may be measured, evaluated, streamlined, and judged. It is also proposed that any BIM Schema will never be 'completed' but should be developed as evolutionary ontology by 'segmented standpoint models' to better account for evolving tools and AEC/O practices. © 2010 Elsevier Ltd. All rights reserved.",Building Information Modelling; Engineering communication; Project information management; Standards; Standpoints,Building Information Model - BIM; Building Information Modelling; Building products; Critical review; Digital model; Engineering communication; In-buildings; Methodological frameworks; Model-based; Process model; Project information management; Research methodologies; Standardisation; Standpoints; System-of-Systems; Technological development; Buildings; Construction industry; Information management; Information theory; Models; Ontology; Standardization; Architectural design,Article
334,"Cutting-Decelle A.-F., Young B.I., Das B.P., Case K., Rahimifard S., Anumba C.J., Bouchlaghem D.M.",A review of approaches to supply chain communications: From manufacturing to construction,2007,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846286157&partnerID=40&md5=8bdf72f735905953476699f766a917d8,"With the increasing importance of computer-based communication technologies, communication networks are becoming crucial in supply chain management. Given the objectives of the supply chain: to have the right products in the right quantities, at the right place, at the right moment and at minimal cost, supply chain management is situated at the intersection of different professional sectors. This is particularly the case in construction, since building needs for its fabrication the incorporation of a number of industrial products. This paper provides a review of the main approaches to supply chain communications as used mainly in manufacturing industries. The paper analyses the extent to which these have been applied to construction. It also reviews the on-going developments and research activities in this domain.",Construction; Information exchanges; Knowledge sharing; Manufacturing; Ontology; Supply chain management,Computer aided manufacturing; Construction industry; Information dissemination; Research and development management; Telecommunication networks; Information exchanges; Knowledge sharing; Ontology; Supply chain management; Industrial management,Article
61,"Abeynayake D.N., Perera B.A.K.S., Hadiwattege C.",A roadmap for business model adaptation in the construction industry: a structured review of business model research,2022,10.1108/CI-05-2020-0077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114761400&doi=10.1108%2fCI-05-2020-0077&partnerID=40&md5=0a34612ac422bd4cd10689cd05b2155c,"Purpose: Survival challenges compel construction firms to change their business thinking on adapting business models (BMs). Unlike in the other fields, in the construction field, it is still a novel concept, probably because BM adaptation in the industry has not been sufficiently studied. Hence, the purpose of this study is to set a roadmap for the effective adaptation of the BM concept in the construction industry. Design/methodology/approach: To develop a roadmap, this study analysed BM literature through a comprehensive literature review by finding the BM research development stages using studies done in other fields and locating construction industry BM literature. Findings: No stage-wise development of BM research has taken place in the construction industry. The four BM research development stages, namely, defining BMs, listing BM components, describing BM components and modelling BM components as a business model ontology (BMO) in relation to the construction industry have to be followed for proper BM adaptation in the construction industry. Originality/value: This study provided an overview of and a roadmap for BM adaptation in the construction industry for the benefit of future researchers. The proper adaptation of the BM concept through a BMO will enable construction business managers to easily innovate, design and change construction BMs to streamline their business thinking. © 2021, Emerald Publishing Limited.",Business model; Business model ontology; Business model research; Construction business development; Construction industry; Roadmap,Ontology; Business development; Business model ontology; Business model research; Business models; Construction business; Construction business development; Ontology's; Roadmap; Construction industry,Review
104,"Zhong B., Wu H., Li H., Sepasgozar S., Luo H., He L.",A scientometric analysis and critical review of construction related ontology research,2019,10.1016/j.autcon.2018.12.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060345120&doi=10.1016%2fj.autcon.2018.12.013&partnerID=40&md5=36e5c5214448eee0244171720d4f584b,"There is a wide range of literature on adopting ontology to solve construction problems, but no review of existing studies has systematically analyzed and visualized the trends in ontology research. This study reviews ontology research mainly published in the Scopus database from 2007 to 2017 with the combination of scientometric analysis and critical review. Scientometric analysis (e.g. co-author, co-word, co-citation, and clusters) objectively visualized the research status quo while a critical review was used to identify the research themes and challenges of ontology research in the construction industry. The results identified a large network of co-authors in this field to understand collaboration relationships. Over half the papers (53%) were published by the following three countries: the United States, the United Kingdom, and Canada. The top co-occurring keywords were “project management” at which ontology facilitates knowledge management and information retrieval. When the time factor was taken into consideration, keywords naturally evolved from “project management” and “knowledge management” to “building information modeling” and “compliance control” with the successful adoption of information techniques in the construction industry. Four research themes were identified with the combination of cluster analysis and critical review: “Domain ontology” “Industry foundation classes” “Automated compliance checking” and “Building information modeling”. This review provides an in-depth understanding of existing ontology research and indicates the emerging trends in this research domain. © 2019 Elsevier B.V.",CiteSpace; Construction industry; Ontology; Research trends; Scientometrics,Architectural design; Cluster analysis; Compliance control; Construction industry; Information theory; Knowledge management; Ontology; Automated compliance checking; Building Information Model - BIM; Citespace; In-depth understanding; Industry Foundation Classes - IFC; Information techniques; Research trends; Scientometrics; Project management,Review
157,Zhao X.,A scientometric review of global BIM research: Analysis and visualization,2017,10.1016/j.autcon.2017.04.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017102724&doi=10.1016%2fj.autcon.2017.04.002&partnerID=40&md5=d7385fd34f5e6cdf98b10729751ad9b9,"In the recent years, building information modeling (BIM) has transformed the architecture, engineering, and construction industry, and attracted attentions from both researchers and practitioners. However, few studies have attempted to map the global research on BIM. This study conducts a scientometric review of global BIM research in 2005–2016, through co-author analysis, co-word analysis and co-citation analysis. A total of 614 bibliographic records from the Web of Science core collection database were analyzed. The results indicated that Charles M. Eastman received the most co-citations and that the most significant development in BIM research occurred primarily in the USA, South Korea and China. Additionally, BIM research has primarily focused on the subject categories of engineering, civil engineering and construction & building technology, and the keywords “visualization” and “industry foundation classes (IFC)” received citation bursts in the recent years. Furthermore, 10 co-citation clusters were identified, and the hot topics of BIM research were: mobile and cloud computing, laser scan, augmented reality, ontology, safety rule and code checking, semantic web technology, and automated generation. This study provides researchers and practitioners with an in-depth understanding of the status quo and trend of the BIM research in the world. © 2017 Elsevier B.V.",Building information modeling; Co-citation; Research trend; Scientometrics; Visualization,"Augmented reality; Bibliographic retrieval systems; Construction; Construction industry; Flow visualization; Information analysis; Information theory; Laser safety; Visualization; Web crawler; Architecture , engineering , and constructions; Building Information Model - BIM; Cocitation; In-depth understanding; Industry Foundation Classes - IFC; Research trends; Scientometrics; Semantic Web technology; Architectural design",Review
99,"Di Martino B., Mirarchi C., D'Abrunzo F.F., Fiorillo L., Iovine N., Trebbi C., Pavan A.",A semantic and rule based technique and inference engine for discovering real estate units in building information models,2019,10.1109/AIKE.2019.00022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071418738&doi=10.1109%2fAIKE.2019.00022&partnerID=40&md5=1f0246f3318a4e9290c266b628c7babb,"The construction sector is a project-based industry characterised by informative-intensive processes. Project information is composed by several documents among which graphical drawings traditionally represent a fundamental component. The fragmentation of this information along the construction process can be addressed with the use of Building Information Modelling (BIM). One of the fundamental components of BIM is the development of information models. These models contain a defined and shared semantic structure that allows the simulation of real entities in a digital environment. However, the quality of this simulation is bounded by the limits of the instruments used for its development. The work presented in this paper is the development a rules-based system that makes inference upon ontologies obtained from IFC models to recognise real estates units and their destination of uses starting from building information models. The proposed application aims to overcome the limits imposed by the IFC schema focusing both the reasoning process and the resulting enriching information on ontologies. © 2019 IEEE.",Building Information Modelling (BIM); Expert System; IfcOWL; Inference Engine; Prolog; Semantics,Construction; Construction industry; Engines; Expert systems; Inference engines; Information theory; Knowledge engineering; Ontology; Semantics; Building Information Model - BIM; Building Information Modelling; Construction process; Construction sectors; Fundamental component; IfcOWL; Prolog; Rule-based techniques; Architectural design,Conference Paper
343,"El-Diraby T.E., Zhang J.",A semantic framework to support corporate memory management in building construction,2006,10.1016/j.autcon.2005.07.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744526706&doi=10.1016%2fj.autcon.2005.07.005&partnerID=40&md5=ae6725de28840ec56790db6b13040544,"Corporate memory tools represent one way organizations can document, retrieve and utilize best practice and lessons learned in enhancing their performance. Using semantic systems in building these tools (along with database and/or AI-based systems) allows for more efficient representation of tacit knowledge. Such systems are based on a common ontology of the subject domain, where entities (such as actors, processes and products) are interlinked to represent the essence of the knowledge in the domain. The paper presents a taxonomy for building construction. The taxonomy includes 6000 concepts and was developed using OWL. It maps to existing classification systems to assure better coverage. The taxonomy is the first attempt to present building construction knowledge in a semantic way. It also represents the foundations developing ontology-based corporate memory systems. To demonstrate the role and contribution of the proposed taxonomy a prototypical ontology for building construction was developed. Furthermore, a framework for agent-based system for supporting semi-automatic generation of reports such as lessons learned, work forms, and meeting agendas. Such agents allow organizations to capture and document its knowledge (in a taxonomy-complaint format) and to feed back post-project knowledge into new ones through access to lessons learned and through pre-defined meeting agendas. Access to these reports is done through semantic search according to the proposed taxonomy. Future research will develop a formal ontology and further develop the framework and implement it in actual organizations. © 2005 Elsevier B.V. All rights reserved.",Building construction; Corporate memory; Knowledge management; Taxonomy,Classification (of information); Engineering research; Information retrieval; Knowledge engineering; Semantics; Building construction; Corporate memory; Knowledge management; Taxonomy; Construction industry,Article
79,"Zheng Y., Tetik M., Törmä S., Peltokorpi A., Seppänen O.",A shared ontology for logistics information management in the construction industry,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109368378&partnerID=40&md5=eaf6213a2225ebc67e52859c1905c589,"Logistics management plays an essential role in supporting the primary activities in manufacturing industries. Similarly, in the construction industry, logistics operations are a crucial part that directly influence the construction operations. Construction operations management requires various stakeholders to collaborate through effective communication and prompt information sharing. However, logistics management in construction is often challenged by insufficient information management, lack of formalized information standards and poor information interoperability among heterogeneous systems. Semantic Web technologies advance information management support and improve information interoperability. In this research, we present a domain-level ontology as a common information reference for standardizing and integrating construction logistics information, and finally to improve the efficiency and transparency of logistics information management. The proposed ontology provides information interoperability between logistics management and construction workflow management. The ontology was evaluated by automatic consistency checking and answering the competency questions (CQs) via SPARQL queries. Furthermore, we used actual schedule and material delivery data of a construction project to evaluate the proposed ontology to see if it could support the material kitting logistics practice. We provide a valid ontology that is able support the logistics information management for the construction. The research is limited to providing a single example application of the ontology. Future research should focus on extending the ontology for different specific solutions to yield standardized information management for construction operations. © 2020 Proceedings of the 37th International Symposium on Automation and Robotics in Construction, ISARC 2020: From Demonstration to Practical Use - To New Stage of Construction Robot. All rights reserved.",Construction logistics; Construction operations; Information; Ontology,Agricultural robots; Construction; Construction industry; Industrial robots; Interoperability; Ontology; Robotics; Work simplification; Construction logistics; Construction operations; Effective communication; Heterogeneous systems; Information interoperability; Logistics information; Manufacturing industries; Semantic Web technology; Information management,Conference Paper
27,Stern J.M.,A sharper image: The quest of science and recursive production of objective realities,2020,10.5007/1808-1711.2020v24n2p255,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096551286&doi=10.5007%2f1808-1711.2020v24n2p255&partnerID=40&md5=8e599c2c003199d39537b0ff02327d77,"This article explores the metaphor of Science as provider of sharp images of our environment, using the epistemological framework of Objective Cognitive Constructivism. These sharp images are conveyed by precise scientific hypotheses that, in turn, are encoded by mathematical equations. Furthermore, this article describes how such knowledge is produced by a cyclic and recursive development, perfection and reinforcement process, leading to the emergence of eigen-solutions characterized by the four essential properties of precision, stability, separability and composability. Finally, this article discusses the role played by ontology and metaphysics in the scientific production process, and in which sense the resulting knowledge can be considered objective. © 2020 The author(s). Open access under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License.",Circularity; Eigen-solution; Epistemic value; Objectivity; Scientific ontology; Sharp hypothesis,,Article
218,"Le Q.T., Lee D.Y., Park C.S.",A social network system for sharing construction safety and health knowledge,2014,10.1016/j.autcon.2014.01.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907427844&doi=10.1016%2fj.autcon.2014.01.001&partnerID=40&md5=3ef1540e036d1c1d09a8c88d0f425e61,"Due to the complicated and complex working environments, construction site still presents high accident rate, which is causing serious project delay and cost overrun. Abundant studies have focused on cause and effect on fatalities or safety training system, and so on. Most of them on this issue have been emphasized the necessity and utilization of information, rather than how to exchange, share and transfer safety data efficiently in the construction industry. With this regard, this paper proposes the Social Network System for Sharing Construction Safety & Health Knowledge (SNSS), which utilizes state-of-the-art of semantic wiki web and ontology construction technologies for better communication and representation for construction safety information. The SNSS is developed on the basis of safety semantic wiki template (SSWT), which consists of the following three modules: 1) A Safety information module (SIM) which upload common accident and hazard information for sharing; 2) A Safety knowledge module (SKM) where the safety information is refined, confirmed and transferred to safety knowledge; 3) A Safety dissemination module (SDM) which allows its users to monitor, manage and retrieve safety information and knowledge easily. The SNSS is tested by a scenario of using falling accident information by which the potentials and limitations of the system were addressed. The study emphasizes the potential applicability and benefits of social network system that could be utilized to enhance communication among participants in the construction industry. © 2014 Elsevier B.V.",Ontology; Safety information; Safety knowledge; Semantic wiki; Social network,Accidents; Construction industry; Ontology; Semantic Web; Semantics; Social networking (online); Social sciences computing; Space division multiple access; Construction safety; Construction sites; Ontology construction; Safety information; Safety knowledge; Semantic wiki; Social network systems; Working environment; Security of data,Article
296,"Edum-Fotwe F.T., Price A.D.F.",A social ontology for appraising sustainability of construction projects and developments,2009,10.1016/j.ijproman.2008.04.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64449087095&doi=10.1016%2fj.ijproman.2008.04.003&partnerID=40&md5=cd2ca1e4855795d3d0566287c86a1b6c,"The social dimension of sustainability has been growing in importance as a criterion for evaluating the viability of projects in the construction sector. The authors present an ontology that can be employed to provide a systematic articulation to the issues that impinge on the social dimension of sustainability appraisals. The development of the social ontology was a consequence of a research project that explored the tools, metrics and models (SUE-MoT) employed in the evaluation of sustainability within the urban built environment. The development was achieved by the method of focus group interaction. The proposed ontology can be combined with the environmental and economic requirements of projects to assist developers and others stakeholders gain a more comprehensive and holistic view of the sustainable issues that attend construction and urban developments. © 2008 Elsevier Ltd and IPMA.",Construction; Ontology; Project; Social issues; Sustainability,Built environments; Construction projects; Construction sectors; Economic requirements; Focus groups; Holistic views; Project; Social dimensions; Social issues; Social ontologies; Sustainability; Sustainability appraisals; Urban development; Construction industry; Sustainable development; Ontology; construction industry; project assessment; social theory; sustainability,Article
0,Ghasemi F.,A step towards the theoretical model of dissipated and bifurcated order in the new international politics,2022,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117532167&partnerID=40&md5=c4248b4862cf1105caec4c47ff5c1b2a,"Introduction There are developments that can change the world order. The transition of the international system from simple and linear to a complex and chaotic system, in the context of international multi-body systems, has brought new challenges to explain its order. International relations literature has studied order from a simple and classical perspective and the international system is perceived as a linear system, while this is a complex and chaotic. Complexity theory offers a new set of conceptual tools to help explain the global order. It constitutes a challenge to more traditional forms of theorizing in international politics and offers new ways of thinking about it. A new pattern of order is emerging, which can be conceptualized as the dissipative and bifurcated order. Methodology The most prominent methodological aspect of achieving this goal is to utilize the abductive model in theoretical inference and to utilize the complexity-chaos theory assumptions and its conceptualization in the complex international relations. The abduction methodology refers to some form of explanatory reasoning. It refers to the place of explanatory reasoning in generating hypotheses, and also in justifying them. Abduction is finding the best explanation. Chaos and complexity as two important characteristics of the international system lead to dissipative and bifurcated order as the best explanation of the new world order. Results and discussion Complexity theory offers a new set of conceptual tools to help explain the global order. It constitutes a challenge to more traditional forms of theorizing in international politics and offers new ways of thinking about it. A new pattern of order is emerging, which can be conceptualized as the dissipative and bifurcated order. This article seeks to provide a theoretical model for explaining the new order based on the element of complexity and its theories. In this regard, the author pioneers the dissipative and bifurcated order as an innovative theoretical model to the scientific community of international relations. This model is based on the ontology and epistemological foundations of complexity theory. Conclusions The article provides a new theoretical model in the framework of dissipative and bifurcated order by establishing a link between multibody and complex systems theory and international order. The model has the essential features as follows: The multibody system as main construction of new international order; Systemic pressures as the cause of bifurcation, and formation of dissipative structures and processes; Bifurcating and dissipation as the main response to systemic pressures; Feedback strategic stability and feedback strategic deadlock as a new concept to explain the balance of power and dynamic equilibrium; The layered hierarchy as one of the most important theoretical concepts to explain the new order. In this model, polarity is replaced by centrality. The order has two properties, including circularity, centrality-based and layered, nested hierarchy; The convergence of different sub-networks and their dynamics and forming a global nested network along with differentiated clusters; The dissipative and bifurcated control system as the main model of control; The equation of internal order and external disorder. This type of control system provides order by using internal capacities and creating branches in the external Oscillational equilibrium as the main route to evolution. © 2022, Iranian Association of Geopolitics. All rights reserved.",Bifurcated Balance of Power; Complexity; Dissipative and Bifurcated Order; New World Order,,Article
292,"Tserng H.P., Yin S.Y.L., Dzeng R.J., Wou B., Tsai M.D., Chen W.Y.",A study of ontology-based risk management framework of construction projects through project life cycle,2009,10.1016/j.autcon.2009.05.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68049123109&doi=10.1016%2fj.autcon.2009.05.005&partnerID=40&md5=568d1e22eb124d3486b9221deec58f3a,"The process knowledge assets make a substantial contribution to the risk management (RM) for contractors in the construction phase. To effectively reuse these assets, knowledge extraction becomes a significant research area. This paper was designed to explore an approach to conduct knowledge extraction by establishing project risk ontology. Specifically, the study proposed the ontology-based risk management (ORM) framework to enhance the RM performance by improving the RM workflow and knowledge reuse. The ORM framework facilitated the identification, analysis, and response of project risks. This study validated the ORM framework through a case demonstration. Through the implementation and application, the results demonstrated that the ORM framework was able to apply to the RM workflow for contractors, and more importantly, it greatly increased the effectiveness of project RM. © 2009 Elsevier B.V. All rights reserved.",Engineering decisions; Knowledge flow; Ontology; Process-oriented knowledge management; Project risk management; Workflow,Engineering decisions; Knowledge flow; Process-oriented knowledge management; Project risk management; Workflow; Construction industry; Contractors; Knowledge engineering; Knowledge management; Ontology; Project management; Risk analysis; Risk management; Decision making,Article
348,"Hu J., Liao W.H., Dai Y., Guo H.",A study on ontology-based modeling technologies for the construction machinery conceptual design knowledge management,2006,10.4028/0-87849-999-7.361,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745632101&doi=10.4028%2f0-87849-999-7.361&partnerID=40&md5=8e18f02542c14a06c957474d6d5062d2,"Few existing systems can support the reuse of conceptual design knowledge due to the lack of satisfying modeling technologies. In the present study, we investigated the ontology-based modeling technologies and apply them to develop a framework of conceptual design knowledge management. The practicability and validity of our framework were then examined in a Construction Machinery Design Knowledge Management System.",Conceptual design knowledge; Construction machinery; Knowledge management framework; Ontology-based modeling,Computer aided design; Construction industry; Knowledge engineering; Machine design; Mathematical models; Conceptual design knowledge; Construction machinery; Knowledge management framework; Ontology-based modeling; Machine components,Conference Paper
95,"Krystallis I., Rickaby B., Murtagh N.",A sustainable built environment for healthcare: Generative mechanisms for future-proofing,2019,10.1088/1755-1315/297/1/012039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072830799&doi=10.1088%2f1755-1315%2f297%2f1%2f012039&partnerID=40&md5=4119b7d8681df9b8d9bda5b018727e2a,"Construction projects are planned from a set of deterministic objectives and constraints that dictates what designers must accomplish. In the case of healthcare facilities, where the policy environment is characterized by change on several fronts, fixed requirements could constrain their evolvability and sustainability. Future-proofing is a response to uncertainty whereby a physical structure is designed to respond to future changes in requirements, change of use, strategic perspectives, business drivers, new policies and changing climate. The paper investigates the causal powers that explain how and why future-proofing decisions achieve a sustainable outcome. A critical realist lens is adopted to develop a configurational perspective of future-proofing design evolution. Critical Realism's open systems ontology of social reality can account for the fact that outcomes are not predictable and can better explain the nature of causation in complex social interactions such as construction projects. A case study research design was conducted comprising in-depth interviews with healthcare construction professionals in a UK setting. The study contributes to the sustainability literature by offering four generative mechanisms of future-proofing decision making and how they contingently lead - or fail to lead - to future-proof outcomes. Two change mechanisms and two problem mechanisms are presented, together with their configuration under the right conditions and context to lead to design decisions for construction projects capable of adapting to a range of possible futures. © 2019 IOP Publishing Ltd. All rights reserved.",,Climate change; Decision making; Health care; Case study research; Construction professionals; Construction projects; Generative mechanism; Healthcare facility; In-depth interviews; Strategic perspectives; Sustainable outcomes; Sustainable development,Conference Paper
149,[No author name available],"AHFE 2017 International Conferences on Human Factors in Management and Leadership, and Business Management and Society, 2017",2018,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031284732&partnerID=40&md5=eab7aa74eaedd1a293ba726be0bf41d8,"The proceedings contain 50 papers. The special focus in this conference is on Human Factors in Management and Leadership. The topics include: The impact of sharing economy on chinese tourism; the value analysis in the investment evaluation of innovative productions; value network development in industry 4.0 environment; ontology based service environment supports successful aging; management style, focus and purpose in development of LEAN in university hospital; identification of factors predictive of nurses’ time pressure, workload and job satisfaction in ghanaian public hospitals; service recovery model based on the fulfillment of the value promise; avoiding wow-gaps through wow-canvas in business development; finding the wow-factor to enhance business; a co-evolute approach to analyze the competencies of sales personnel of banking sector of pakistan; safety culture and collective commitment in organizational context; on the basis of the sales engineering competences and education; history of social responsibility in mexico; technological capability of the small and medium-sized enterprises manufacturing sector; strategic port human resource talent acquisition and training; the trust of the information from employer rating platforms; determinants of business overdraft accessibility within small and medium-sized enterprises in the south african construction industry; econometric modeling of time series bid-ask (spread) for a sample of chilean companies; motivational factors for users’ reposting behavior in different mobile UGC online communities; measurement of organizational happiness; human factor based conceptual framework for construction business marketing and mind steering leadership game.",,,Conference Review
